id,culturally_distinct,language,cultural_distinction_explanation,vocaroo_link,image_link,transcription
1anX9tk0YSJh,False,Unknown,,https://voca.ro/1anX9tk0YSJh,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000000164.jpg,这张图片展示是厨房那么个角落厨房右边的架子上我们摆了一些盘色和杯子主要是厨房用具然后后面的架子上摆了一个微波炉第一层的架子摆了一个微波炉然后上面摆了一些烤盘一样的东西然后也摆了一些餐具也摆了一些水壶之类的东西方位主要是盘色放在架子上然后各种餐具容器这些也都是放在对应的架子上然后微波炉是放在第一层的台面上然后进出还有一个椅子是在这个围档外面的世界世界就是这个灯它是它是相信在一个写的牆面上的它是能够照明的整体的背景是这种温馨的架子风格颜色主要是粉色掉像是那种女生的架子
14l68AsJ34cg,True,Unknown,,https://voca.ro/14l68AsJ34cg,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000070527.jpg,除中看起來是有很多美味的食物我第一眼看到的便是如此除中有三個盤子三四個碗碗中分別有醬還有麥片還有奶酪盤子中的食物有烤雞火腿這些東西一共有八個盤子邊上還有兩個杯子三個盤子在主要的對角線的位置然後盤散落反正散落在其他的位置其次我還看到了在圖片的最後面有一個人可能是他們一起在吃飯顏色是暖色調的因為盤中的肉是紅色的背景是黃色的看起來非常的好吃看起來非常豐盛都是分別分別醬和一些調料
1lxneO4h4ARo,False,Unknown,,https://voca.ro/1lxneO4h4ARo,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000062357.jpg,这张图片描述的是一个小鸟站在一个水面上水面上有很多的页子抵开有很多的页子这个水面像是一个角色的地的感觉图片中有一只鸟和很多的页子图片中没有显示文本然后方位就是鸟是站在这个水面的上方然后页子是飘在水面上世界主要是这个就是这个鸟站的位置好像是有一个就是有一个树装凸起来就是让它能够站在上面不掉下来背景主要是比较模糊的一种风格这个鸟比较清晰然后这个水面的水面有一种连衣的感觉水面的风格比较模糊整体的颜色主要是鸟是黑色的然后水面因为在这个落业的程头下是绿色的
18NbcF1tpl2q,False,Unknown,,https://voca.ro/18NbcF1tpl2q,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000020904.jpg,我这张图描绘的是一个雨天 外面路天的场景这里面有一些物体首先是有些人打着散走在地上还有一些 已经 汁干已经凸掉了数然后马路上有一些车子车子旁边还有一些比较矮的房屋图都没有显示文本然后方位的话人是趁着散站在地上然后他们离这个马路非常近马路上面开着挺那些黑色和白色的车子车子旁边就是各种各种各样的房屋然后还有一些树然后在他们的圣场上还有一个电线世界就是上面有一根寮细的电线那种寮细上面挂着一个物品这个物品看得不是很清楚背景主要是一种相圣相存的那种背景房屋并不是很高但是有很多房屋整体的风格就是一种前铺 凝静的风格颜色主要是深色屌 深灰色然后树也主要是黑色再这张图片里面
1iAT30KSLSnt,False,Unknown,,https://voca.ro/1iAT30KSLSnt,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000045131.jpg, This is an image of a bedroom with green wallpaper and greenish bluish doors that appear to be very aged. There are three window of three picture frames on the back wall that have beige orange pictures. There are two large beds that are both white with a dark green pillow in the center. On either side of the beds are a white ninth sand that is covered with a white cloth with a small white lamp on top of the table. There is also an ornate chair that has a grayish greenish color to it and a white trim. And in the bottom corner you can see a white counter with a remote on it and on the right wall there appears to be a mirror.
11fVFZU9FBzL,False,Unknown,,https://voca.ro/11fVFZU9FBzL,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000018802.jpg,圖片展示的是一个厨房的照片里面有一道门然后我们上有一个脑中有一个中然后有一个微波炉有一个造台有一个水泳头有一个吸收池还有弱干的放餐具的杯子圖片都应该没有文本形式然后方位的话是有一个时钟在门的上面然后门旁边还有一个门在上面的木头柜子里面相信着一个微波炉的正下方是造台造台的右手边是水泳头水池然后水池的台面上有一些百餐具的一些东西然后细节就是门的下面的部位有一个狗背景主要就是一个厨房的布置整体的风格就是加剧的减浮了加剧的风格颜色主要是木头的颜色一支就黄色
1bGM4kESxzII,False,Unknown,,https://voca.ro/1bGM4kESxzII,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000010388.jpg,"這個照片裡面是在一個棒丸的湖上,然後有一個人,他的Bing拍照有他的Bing,然後他Bing是黑色的然後遠遠有一個一戶人家,他的燈光是開的他在這個湖上裡面,什麼人都沒有然後有一艘船,他現在就站在一個木板上然後燈似乎這個有一點棒丸,或者凌晨早上燈太陽還沒有完全出來的時候,或者沒有完全落下的時候然後這個湖上面就照亮著一些樹跟山的影子"
17nk58ipwriB,True,Unknown,,https://voca.ro/17nk58ipwriB,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000069750.jpg,"这个照片有很多柜子,木头柜子在白墙上,每一个柜子放着很多网儿,有一些大,有一些小。一个柜子在最上面的柜子,看着像放着很多,大,铁的盘子,另一个架子在右边,看着像放着几个锅,上面是坚坚的,还有一个柜子,柜子在上面,看着像有一些东西要摸什么东西的。"
16SJYfUe8Xji,False,Unknown,,https://voca.ro/16SJYfUe8Xji,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000070868.jpg,在圖片中是一个很大的柱子上面有红驴灯上面还有一个飞机它应该是在飞机场准备起飞上面还有一个飞行员一个地秦在帮助指挥左边是有一个人他可能是在给飞机照相所以一共有两个人一个飞机这个圖片大概告诉我们的事情是一个人在一个地秦在飞机场指挥飞机一个飞机将要起飞或者即将已经起飞又没有一个人在照相飞机在圖片的正中间地秦在圖片的左下角照相的人在圖片的右下角我可以看到飞机是刚刚离开地面周围是有山天界非常清冷天是蓝色的圖片中有一些红白剑隔的石块所为障碍它应该是在一个比较偏远地方的飞机场它的颜色是冷色掉的风格是就像普通的飞机场一样
15Y16lTSXtiI,False,Unknown,,https://voca.ro/15Y16lTSXtiI,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000043171.jpg,这里展示两张图片应该是同一个家里面不同房间的场景左边这张照片展示的是应该是预示的场景里面有个预缸预缸上面摆了一些花拌然后还有一个软的沙发然后预缸上面的窗户旁边挂了一个毛巾然后右侧的墙上也挂了一些预巾用挂钩挂了一些预巾然后那个预缸旁边的台面上有一个镜色右侧展示的应该是客厅吃饭的地方餐厅的场景有一个方形的餐桌餐桌之外为了四个意思餐桌上面摆了一些碗然后上面还有一些餐桌上方有一个玄怪海的灯餐桌下方有一个钩这个整体的风格就是一个很简约风格的一个加纸风格真正的颜色主要是一白色的纹树
18OyiwVoZiwH,False,Unknown,,https://voca.ro/18OyiwVoZiwH,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000016112.jpg," This picture shows an elephant. It looks like a relatively small elephant, so perhaps a baby or a very young elephant. It's black and white. It appears some maybe have been scanned based on the black bars on the side as well as the configurations. On the left-hand side, there is a house as well as someone in front of the house sitting on some rocks looking onto the elephant. The elephant appears to have a black, large bottle in its mouth, perhaps placed by the person standing on the right-hand side. Person on the right-hand side is partially off-is-gated by being out of frame, but we could sell see certain parts of his uniform. His or her uniform. The elephant doesn't necessarily look distressed, but perhaps a little unnatural with the bottle in their mouth. In the background, there is a house on the left-hand side, which appears to be white, but it's just a white color, considering that the photo is black and white. On the right side of the background, there is a large tree as well as, it looks like an awning or some sort of umbrella to shade from the sun."
14FjfKUplMuK,False,Unknown,,https://voca.ro/14FjfKUplMuK,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000003236.jpg," In this image, there are a number of people, a number of people who seem like they are older. There are eight people. Most of them are sitting down with the exception of one person in the center who is standing up. He appears to be holding a glass and the people are looking towards the standing up person. And in the other hand, he appears to be holding some sort of bottle, which could signify that he's giving a toast. They appear to be in a relatively ornate living room of sorts with a red cabinet on the left hand side with some gold trim, as well as a painting on the right hand side over an inactive fireplace. At the center of the room, there is a load table that appears to be made out of wood. It has several plates and napkins on it, as well as some drinks scattered around the room. They appear to be talking to each other and just drink to each other. There are four women, as well as four men. And the woman and men are roughly sitting next to each other as couples. The room is relatively well lit, and there is also an open door with an open curtain at the in the background of the image, as well as you can see another building in the background through the door."
1hK0ifsQ5kGm,False,Unknown,,https://voca.ro/1hK0ifsQ5kGm,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000064335.jpg," In this picture, there is a person who is skiing and posing for the picture. On the ground, there is Siddhal, and behind the person, there appears to be a mountain with a moderate slope. There are trees surrounding the person, especially in the background, but also next to the person. They seem to be either green or brown, and are for the most part not covered with snow themselves. We can see that the person likely skied in from the foreground where the photographer is standing, because there are skied, tracks leading up from the person to the immediate foreground. The sky is blue, for the most part, with one line or streak of clouds, which could signify it that a plane passed by recently. There is also a slight shadow on the person, which signifies that there could be a large tree to the right off screen or off the frame."
1291WbOcOpfy,True,Unknown,The image looks to be culturally distinct.,https://voca.ro/1291WbOcOpfy,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000076276.jpg," The image looks to be of two dogs or a patio. The main focus of the image are the two dogs. They're both medium to large sized dogs. One in the front is white and the one in the back is black. The one in the front is standing directly on a couple bricks. There are six bricks in the foreground of the picture. They're red bricks. While the one in the back is standing on a set of stairs, there's four stairs and they're about a light blue color. Now, they're both situated at the entrance of a house. It looks like perhaps on the patio. There's a fence to the right of thumb and to the bottom is grass that is green and also some dirt that is brown. The house is painted a dark blue or turquoise color and they has a white door with at least six window divided into at least six parts and also a white stairs supporting it."
1k2l6UunfSP1,False,Unknown,,https://voca.ro/1k2l6UunfSP1,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000012895.jpg,这是一张场景路的照片图中有一个场景路然后有两到三颗树还有一个房子还有一个还有一排蓝干图中没有显示文本方位是场景路在树的前方然后三颗树是并排并排放置的然后树的后方有一个房子房子的物严通过树可以看得出来然后世界主要是这个就是树树房子之间有这个围栏档着背景主要是就是常规的那种房屋的背景整体风格是一个比较清新比较自然比较艰浮的风格颜色主要是绿色和场景路的颜色中色
1iyIJuEUTRnQ,True,Unknown,,https://voca.ro/1iyIJuEUTRnQ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000053267.jpg,这是一张黑白照片展示的一个老人一个比较年老的人在一个中表电展是他的一个摄影作品的清净图中有四个数字的中表挂在墙上有一个老人一张照片还有一个比较大的中图中没有显示文本主要方位是有些表示挂在墙壁上还有一个窗簾是贴在墙壁上墙壁上还贴了一个指致物品然后立写的中式立在更厚房展示照片是拿在老人的手上老人是站在比较前面的位置世界是这张照片里面有两个人其中一个黑衣服的人在拿手去摸底还的一个照片里的中整体背景是黑暗的背景应该是黑白的照片然后颜色也都是黑白的
13xRSTfa6984,False,Unknown,,https://voca.ro/13xRSTfa6984,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000080131.jpg,商图展示是应该是几个好友在家里去餐的情景图中有至少三个人然后他们是住在一起吃饭然后后面还有几瓶酒然后后面是这个厨房的背景有一个西游院机 有一个锅 有一个烤盘还有一些柜子还有一个袭击 是家里的家区的背景没有文本 位置桌是几个人站在这张照片的前面在弹效然后他们的后房就是摆放了一些家具用品比如说袭击 造台 烤箱 柜子然后台面上就摆着一些酒 还有一些锅 还有这种气然后后面里面还有一个灯这个画面的背景就是家里厨房的背景整体风格就是比较温馨 欢快了一个氛围颜色主要是櫃子是木头色的然后照台这些就是黑色的然后画面里面这个男性穿的是一个彩色的衣服 然后女性穿的是黑色的衣服女人的头发是黄色的
1dVzhXBZBmgx,True,Unknown,,https://voca.ro/1dVzhXBZBmgx,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000005758.jpg,这张图展示的是一个欧美风格的一种建筑的照片这是一座贺色的建筑建筑中心有一个中表中表只是时间大概是5.50这个建筑最常方有一个数人的像是挂国习的一个东西有建筑非常地华历然后物体主要是这个建筑没有什么其他物体也不是那样的相对的位置你没有文本然后世界主要是建筑它有很多的建筑细节比如说有些弯曲的像拱门样的结构还有上方纸巢天空的结构以及它中表像现在正中心然后它的风格是就是一种欧美的风格像是那种欧美国来的建筑然后背景是蓝色的是纯蓝色的应该是当时天气比较的情浪比较的当时天气比较好应该是蓝天的背景
1jjOiv7MRkxr,True,Unknown,Candles in the background table could be a Menorah of a Judaic tradition or perhaps some other traditional item.,https://voca.ro/1jjOiv7MRkxr,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000053037.jpg," So this image seems like a typical living room or something along those lines. Probably an open-for concept with, you can see the kitchen in the back as well. There are a couple of objects. There is one sofa. There is one lamp. There are a couple, maybe four paintings hung up on the walls. There are two throw pillows on the sofa as well as numerous kitchen appliances in the background. I don't think there is any text in the picture as far as I'm aware. There are, so the living room objects are in the foreground. The couch specifically is up front, followed by the walls are in the background with the portraits being in the background as well as the kitchen being in the background. Some subtle details being noticeable. So there is a laptop that I missed. There is a table or some sort of, either a table or some sort of washing board in between the kitchen and the living room that has a laptop on it. My guess is that it's just a table. There is also some candles on it. It looks like a number of candles. It could be for a religious thing. I'm not sure. In the background there's the kitchen and then the style and color is relatively muted. It's not that sort of dimly lit except the light on the left hand side. But otherwise it seems like a pretty normal house."
19uZBU1s7qzO,False,Unknown,,https://voca.ro/19uZBU1s7qzO,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000034915.jpg, This is an image of a French that is open but the freezer door is shut and so there are three different layers with two drawers on the bottom and on the door there are four more places in shelves with one larger shelf on the bottom as a fifth one. On the right there is a carton of bags in the top right on the second layer on the left there is an open yellow bag with a green bottle and on the right there is cumber de gret carton with some other white condiment and on the bottom it says the same brand but in red as I just said before with Puleva Casio. There are a lot of fresh fruits and vegetables in the actual fridge and on the top row there appear to be a lot of condiments like arrowñrrngriarchle
16Y9NTpJD6e4,False,Unknown,,https://voca.ro/16Y9NTpJD6e4,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000079472.jpg," Here we see what appears to be a home office. On the left hand side, on top of a wooden desk that appears to be in a shape and straddle the corner of a room, we see several large objects including what is probably a printer or a scanner. In the middle, we have a laptop which seems fairly antiquated by 2020 standards, as well as a mouse, some sort of DVD player, as well as an Errant DVD next to the player, as well as an additional screen. Both screens, both on the laptop and the additional screen, seem to be open and displaying content. One of them seems to be a web page while the other seems to be some sort of photo. Behind the laptop, there are additional media players as well as a phone, as well as a desk light that is pointed upwards and to the right. There is additionally some plastic dinosaur figurines that are situated on top of the players. To the left, we have what appears to be a heater, as well as an open window where the blinds are not closed. And there appears to be grass outside and the building in which the scene is situated in is apparently made out of brick or some sort of stone material."
1fAqbVbLKyGJ,False,Unknown,,https://voca.ro/1fAqbVbLKyGJ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000071684.jpg," This is an image of pizza before it's baked and appears. There is a marble countertop that is barely seen at the very top of the image and on top is a black pan that has the pizza on it. The pizza has a lot of raw vegetables like mushrooms, cheese, and a variety of other leafy greens. An underneath is a very pale reddish color with a bunch of other spices. And all of the vegetables are in concentric circles on top of the pizza. The pizza dough is a beige, darkish beige color and also appears to be pretty flat. There doesn't seem to be any crust and there's no text."
1ga0jZoXv3oJ,False,Unknown,,https://voca.ro/1ga0jZoXv3oJ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000070527.jpg," Picture in here is food. It appears to be, there is a central plate with utensils including a fork on it and it appears to be partially eaten already. Surrounding this plate are other plates of food which are not necessarily partially eaten, including something that looks like a bowl of yogurt or some other white dressing, a very overflowing bowl of some brown viscuous substance, maybe hummus or something like that. A medium sized bowl with some sort of yellow round objects, maybe potatoes, as well as multiple other dishes that contain what appears to be the same dish as the main dish. It's all on a surface, probably a table that is brown. It looks somewhat like brown paper for instance. In the background, there are also two classes. There is a water glass to the left and a wine glass to the right that contains what appears to be white wine. There's also the midsection of a person in the upper right hand corner but we cannot see the full person. We can also see that the person is sitting in some sort of planked chair where the back is made out of distinct planks."
1gA8uees3xol,True,Unknown,,https://voca.ro/1gA8uees3xol,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000040037.jpg,这张图展示的是一个建筑这个建筑还是比较有特色的它像一种专瓦构成的建筑像一个成强然后这个成强它这个中心是相信着一个中央的东西然后上方比较高的成强它是有个绿原色的远坠型的这个顶红只像天空旁边还有一个比较矮的房子应该是也是用同样材质建成的这个房子它下方有些就是员工装的一些门工门然后还有一些摆测的窗户然后这个成强的底下它应该是个府市市角底下是马路上面有一些游客然后可以看出远处还有一个球型的半球型的建筑谁应该是一个旅游景点然后整体的风格就是比较古谷要像那种古代历史一级的那种风格应该是一种历史名圣古迹的感觉
1cJVHsqzsDRu,False,Unknown,,https://voca.ro/1cJVHsqzsDRu,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000039864.jpg,姜徒展示是一头奶牛的照片土中有一头牛然后有旁边有一根树干还有一片草地我中没有纹本方位是这个牛它是以在树干旁边它的身体一部分被树干挡住了一部分漏了出来它站在一个草地上一片草地上它的前脚主要是土没有草然后它右边有一些比较矮的那种树世界主要是这里面这个草地有一部分是油草的然后它前面这一部分应该是挨着树了是主要是土背景是大自然的背景身体风格是一种甜源风格颜色主要是绿色以及奶牛它身上是宗色和白侧香荐的颜色
19jp8eAkpZT7,False,Unknown,,https://voca.ro/19jp8eAkpZT7,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000027151.jpg," At first glance this appears to be some sort of establishment, maybe like a vintage store, something like that. The objects, there's a clock at the very front. There are two clocks that I can see. There are three shells on the left shelf cabinet and it has a bunch of small trinkets and objects. In the back there appears to be a room that has a much picture frames and some chairs and tables. There appear to be cameras and the ceilings and there's a room on the right that is also pretty hard to see but seems to be pretty cluttered. There doesn't seem to be any text. The image is just peering into a hallway where on the left we have the shelves and the foreground kind of. On the right is a wall with a window with a grid pattern and you can peer into the room on the right through this window. Then there appears to be a chair or a coat rack or mannequin of some sort. Before at the end of the hallway we see another room with a bunch of picture frames."
1oAoUOOYAx43,False,Unknown,,https://voca.ro/1oAoUOOYAx43,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000078604.jpg, This is an image of a man skiing in the middle of some like mountains or like four sea areas. There are three men and one of the men are carrying two ski poles and he's in a ski suit and there are probably around 30 fences. It doesn't appear that there's any text in the image. The positions of the objects so there's one man in the foreground then there are two men in the background one is a bit further than the others. There is a background in the along the horizon of just trees and mountains and there is a fence at the second man. The subtle details are pretty noticeable. You can see the design and specific text on the ski suit and the different colors and different symbols on them. There are quite a few fencing areas that you can see pretty clearly. And the background is just a blue sky and some trees and the style is just a very normal picture with like bright colors.
13BEY3oJVSDI,False,Unknown,,https://voca.ro/13BEY3oJVSDI,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000019546.jpg,這個是別人的家裡然後這個裝修是都是木頭的裝修這個照片拍著是人家的廚房廚房非常乾淨然後這個廚房有一個桌子跟三個椅子然後它都是咖啡色的木頭然後它有兩斬燈在廚房裡面還有一斬在桌子在吃飯桌子的上面然後這個這個廚房也有一個烤土石面包的機器然後也有一個做咖啡的機器
1nbwdjsdzrh8,False,Unknown,,https://voca.ro/1nbwdjsdzrh8,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000002640.jpg," This is an image of a train driving on a train track. The train is white and gray with a red stripe along it. There appear to be six different cars attached to the train. Underneath is a very well maintained lawn of green grass. In the background, there are lots of cream colored and white buildings. There are three sets of white buildings that have the numbers 483, 477. And the last one appears to be 479, but it's a little less distinguishable. There is a bunch of green trees to the right of the train. And underneath the train, there also appears to be two small house-like structures that are red with black roofs. And there might be some water in the background as well."
1ncfguhGsX3f,False,Unknown,,https://voca.ro/1ncfguhGsX3f,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000013731.jpg," Shown here is a spread of different kinds of fruit. In the foreground we have a sliced mango, sliced into a hash or a square shape. We then have some, what looks like, more mangoes, still whole and in their original packaging. We then have, what looks like, cut strawberries and a bushel of bananas as well as some sort of chopped up or basically a mixture of fruit. In addition, beside the mango on the cutting board is a knife as well as some electronic object that is partially off-screen. The scene is well lit with a couple of shadows but mostly lit. It looks like a normal photo. No normal well-fledged exposure."
1aBhll2qsZW3,True,Unknown,Potential sartorial sticker on traffic sign related to political? poster below it.,https://voca.ro/1aBhll2qsZW3,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000091372.jpg," The picture depicts some sort of arch. The arch appears to be made out of brick. With red brick being used towards the interior, as well as stone brick being used towards the foreground of the picture. There is also a traffic sign that is red with a white horizontal line through it. There appears to be a sticker attached to it that is an upside down picture of an upside down picture of the bottom half of someone wearing shorts and socks but not including feet. There also seems to be some sort of poster of a middle aged lady with white hair below the traffic sign. The poster and the sticker could be related but not certainly so. On the foreground, there is also a traffic pole. It is a red and yellow pole that perhaps signifies that traffic cannot go within the arch. The interior of the arch is perhaps for pedestrian use or maybe a motorcycle given that does not seem wide enough to support a car for instance."
1cUAWl7u1ShL,False,Unknown,,https://voca.ro/1cUAWl7u1ShL,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000038049.jpg, This picture is one of a person snowboarding down a slope. The person is wearing winter clothing. It appears to be a man and he is snowboarding in the right words and down and towards the camera direction. It appears to be a clear day though the sun is either setting or it's either morning or afternoon. It's not midday when the sun is up. In the background there are additional mountains that are partially covered with snow and partially covered with rocks. The man is smiling. He has a mustache as well as sunglasses as well as a North Face sleeveless jacket. He's also wearing ski pants. He appears to be having a good time. He is also wearing gloves and is looking down feel to where he is snowboarding presumably. So he is likely in motion as well. There is some amount of blood swear because the sun is shining into the camera so away from the person. The person is somewhat facing the camera but is also looking to the right of the camera where he is pointed at.
1fUXgWbJCSHq,False,Unknown,,https://voca.ro/1fUXgWbJCSHq,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000002451.jpg,这张图片展示了上下左右四组毛荣玩具的照片四个照片展示应该是同一个毛荣玩具就是一个黄色的毛荣的小熊这个小熊带着一个黑色的领解四张照片是不同的风格第一张照片是把一个小熊在床上然后上面摆满了显示了很多红色的爱心第二张照片主要是显示了一些像是葵或者是一些玫瑰一些各种颜色的花朵第三张照片主要显示了一些糖果除了这个小熊而且是一些糖果这四张照片显示一些新型这四张照片可以看出就是从不同一张照片经过了一些修图、一些美颜加工的经过了这些加工不同但是原始图片应该是同样应该是一样的面前展示是同样的东西背景应该是家里边床的背景整体风格就是一种可爱的风格然后整体色料就是黄色
1aKw82ehfdTs,False,Unknown,,https://voca.ro/1aKw82ehfdTs,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000079754.jpg,这个照片里你可以看到这个有一个老奶奶它在放取奇在一个盘子里面有一个老奶奶然后你可以看到一二七个取奇并干然后它手里也拿着一个取奇并干然后照片里面有两个热水湖 烧水湖然后它在一个厨房里面厨房洗手盆里面有很多用完的盘子跟锅子然后这个老奶奶穿着蓝色的背心家里面有一间白色的衣服然后这个老奶奶似乎在它也带了一个眼镜然后它在厨房里面
1fhhfygHaG03,False,Unknown,,https://voca.ro/1fhhfygHaG03,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000029405.jpg," This is a room that appears to be part of a very nice hotel. It is a yellow on the ceiling and along the walls and on the ceiling there is a circular mirror with four smaller circles around it and the mirror is partitioned with a circle and four sections around it. The mirror is also framed by white trim with yellow balls on top which is also framed by more white trim. There are two tables in one desk and two couches. The rug is a checkered sort of pattern and the entire room is very yellow, red and white themed. Around the table on the right are four brown chairs. There is a countertop with two more or neat chairs and a kitchen and some rooms in the back with more mirrors and framed pictures."
1lLz3iPo10qe,False,Unknown,,https://voca.ro/1lLz3iPo10qe,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000038823.jpg,這個照片裡面有很多花跟很多草這邊花可能有這應該是人家的花園然後這個花園是掛在人家的牆上面花都閃落在整個照片裡面然後還有一個像洗手盆的地方放花跟草好像是白天這個照片是在白天然後這個照片是黑白顏色
12PW3Z2TeOtB,False,Unknown,,https://voca.ro/12PW3Z2TeOtB,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000055618.jpg," This picture appears to be several ladies who are all reaching into their packs to pay for a parking meter. There are three women standing in front of a parking meter. It says two hours parking on it for some days, as well as no parking on other days. They're standing in a parking lot next to a number of parking spots in which they have potential parked in. They're reaching into the person in order to get presumably in order to pay for the parking meter. In the background, there are more parking lots, than as well as more parking meters and parking signs, as well as a number of trees that look like palm trees. There's also a FedEx truck in the background as well as a UPS store and some other store that we do not know its name most. They're standing, it is bright daylight outside, looks like blue skies, relatively queer skies. And on the background on the left there's also another building with a blue awning that we also do not know what it is. It looks like the parking meter is located on the sidewalk next to the parking lot as well."
1e5dUJa4ziZE,False,Unknown,,https://voca.ro/1e5dUJa4ziZE,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000002191.jpg,这一看就是一个很年轻的女生她现在穿的衣服就是很紧的黑衣服因为她在游泳还是在玩儿在水里她现在在海里站着海里的水特别难和白色有好多东西和运输和不同的东西在后面然后天就是很前的蓝色挺空空的没有云她现在在下还是动还是什么呢现在没有在这个照片上在后面就有挺黑的 预色的小树和什么的
1b9IeNwzpnQg,False,Unknown,,https://voca.ro/1b9IeNwzpnQg,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000011825.jpg," This is an image of a dark brown horse that appears to be pretty small with very, very long frizzy mane. The mane is a lighter brown and there are two bars that are acting as a fence and the horse is putting its head through the two bars. The floor is covered in hay, so the foreground and background are entirely hay. To the right of this horse is another horse's neck that is bent down with similarly colored mane and some similarly colored coach. The ground is more of a light beige that is yellowish in color and the metal bars are similarly colored to the horses."
15AeQNNfx2NR,False,Unknown,,https://voca.ro/15AeQNNfx2NR,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000054618.jpg," Depicted here is a black and white picture of a railway. The photo appears to be taken from a train while the photographer is either on the train or the camera is simply mounted on the train. The depicted is both the train that the photographer is on as well as another train opposite of the opposite track, going potentially the other way on the left-hand side of the screen. The other train appears to be an oil tanker and in the background besides the tracks, there are also power lines but to cover both power the trains themselves as well as potentially other objects. It's black and white. It appears to be a real photo. There is a little bit of motion board in the foreground especially for the ground and the tracks that are near by the photographer. In the foreground you can also see the train that the camera is on. It appears to be some sort of door that the camera is hanging out of or some window. The train itself appears to be made of some sort of metallic substance."
1kiMQlpXrFAs,False,Unknown,,https://voca.ro/1kiMQlpXrFAs,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000057919.jpg," This image is a picture of a road and so there seems to be a number of banners and white poles on the road. Roughly two banners per white pole. There is a big sign with an LED billboard and it says something play stadium. I'm not sure what's before place. There's also a number of traffic lights around four, at least four traffic lights that we see illuminated as well as one traffic sign that says 50 on it. All of the traffic lights are green right now. The background seems to be snowy, it seems to be winter probably. There seems to be some sort of advertisement on the billboard of some logo that I cannot read and in general it seems like pretty harsh weather conditions. There are no cars on the road right now. In terms of the style and color it seems relatively dreary sort of monotone in the sense a lot of gray only punctuate by the redness of the banner."
