image_link,language,ids,transcriptions,distinct,explanations,summary
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000020904.jpg,Chinese,['18NbcF1tpl2q'],['这张图描绘的是一个雨天外面露天的场景这里面有一些物体首先是有些人打着伞走在地上还有一些枝干已经秃掉的树然后马路上有一些车子车子旁边还有一些比较矮的房屋图中没有显示文本方位的话人是撑着伞站在地上他们离马路非常近马路上面开着挺着一些黑色和白色的车子车子旁边就是各种各样的房屋还有一些树在他们的正上方还有一根电线细节就是上面有一根比较细的电线一样的写上面挂着一个物品这个物品看得不是很清楚背景主要是一种像乡镇乡村的那种背景房屋并不是很高但是有很多房屋整体的风格就是一种简朴宁静的风格颜色主要是深色调深灰色然后树也主要是黑色'],[False],[nan],这张图片描绘了一个典型的雨天的露天场景。在场景中，人们撑着伞走在湿漉漉的地面上，给人一种阴郁而又静谧的感觉。画面中可以看到一些树木，它们的枝干已经光秃秃的，显示出深秋或冬季的特征。马路上行驶着几辆车，黑色和白色的车辆穿行在灰暗的街道上，显得格外显眼。  在人群中，有几个撑着伞的人站在地上，他们的距离与马路非常接近。马路旁边是形形色色的房屋，这些房屋都相对较矮，不同风格的建筑交错在一起，形成了一种独特而温暖的乡镇气息。树木在这些房屋的上方伸展，加上雨天的背景，使得整个场景显得更加生动。  在画面的上方，有一根细细的电线，电线上悬挂着一个物品，虽然不太清楚具体是什么，但在阴雨天气中更显得渺小。整个背景给人一种宁静的乡村感觉，建筑风格简朴，大多数房屋呈现出深色调，主要是深灰色，而树木也主要是以黑色为主，营造出一种静谧的氛围。整体而言，这幅图传达了一种乡镇的安静与祥和。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000020904.jpg,English,['1kn47tSPYdzQ'],"["" This image is of a street with some houses in the background. There are some people that are on the sidewalk. One individual has a red coat with a backpack, is wearing blue jeans, and is carrying a yellow umbrella. Another individual is on the right side of the previous one and is wearing a blue jacket and is carrying a pink umbrella. There is also a third person on the right side of both these individuals that is wearing brown khakis with a red sweater. There is also a bike that's leaning against the street sign that is also on the sidewalk. On the street, there are multiple cars. There are two cars near the front. One is a small silver car. That is... It has the lights on. And the other is on the left side of the first car and is bigger and it is black. There are several houses in the background, particularly six different houses. On the other side of the street, there is a sidewalk where a person with a white jacket and white umbrella is standing. The ground appears to be wet. This is an everyday style picture.""]",[False],[nan],"The image captures a lively street scene, showcasing a typical urban setting with an array of houses lining the background. The scene is bustling with life as several individuals can be seen on the sidewalk. Prominently featured is one individual clad in a vibrant red coat who possesses a stylish backpack. This person is also wearing blue jeans and is holding a sunny yellow umbrella, which stands out against the backdrop of the muted surroundings. To the right of this individual stands another person dressed in a blue jacket, who is also equipped with an umbrella, this one in a soft pink hue, adding a gentle pop of color to the scene.  Further to the right, another figure is visible, this one wearing brown khakis paired with a striking red sweater, creating a warm contrast with the cooler tones in the vicinity. Leaning casually against a street sign on the sidewalk is a bicycle, a common mode of transportation, indicating the pedestrian-friendly nature of the area.  On the street itself, several cars are parked, contributing to the urban atmosphere. Two prominent vehicles catch the eye - a small silver car at the forefront of the scene, notable for its headlights being turned on, suggesting either evening or overcast conditions, contrasting with another larger black car positioned to the left of the silver vehicle.  The backdrop is completed by a series of six distinctive houses, each contributing to the neighborhood's character and charm. Across from this scene, a second sidewalk is visible, where another individual is standing. This person is easily identifiable by their white jacket and matching white umbrella, which harmonizes with the overall aesthetics of the scene.  Additionally, the ground appears to have a wet surface, hinting at recent rain or perhaps a light drizzle, adding to the everyday ambiance of this striking urban photograph. Overall, this image is a vivid portrayal of daily life, capturing moments of ordinary activity and the interplay of colors and textures in a community setting."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000020979.jpg,Chinese,['19GxDjzhV35Q'],"['这照片有两个树,然后好像是冬天,因为这些树没有什么叶子,然后左边有一个路,然后中间有一个车,好像在等,然后还有一个模特车,但是只在旁边路上,没在开呢,没有人开,然后好像这个照片没人,但是有楼顶啊,这种东西,然后我看好左边有很多楼,然后都是好像有点老气的感觉,好像很久年前被造的,然后有一个白色的,还有一种脏黄色的,还有一个深红色的,都是楼,然后在外处有一个黑车,然后还有各种各样的车在路上开着呢,有一个白色的车,灰色的车,然后好像刚下了个雨,因为地有一点湿,然后天是白白的,有很多人,有很多人在走路,']",[False],[nan],这张照片展示了两个光秃秃的树木，似乎是在冬天，因为树上几乎没有叶子。左侧有一条路，中央停着一辆车，似乎在等候，而旁边的另一辆模型车并未行驶，且没有司机在车内。整张照片给人一种空旷的感觉，尽管背景中可见建筑物的屋顶。  左边的区域有许多建筑物，呈现出一种稍显古旧的氛围，似乎是很久以前建造的。其中，有一栋白色的建筑，还有一栋脏黄色的以及一栋深红色的。这些建筑的外观各异，体现了不同的设计风格。路边停着一辆黑色的汽车，周围还可以看到其他各种颜色和款式的车辆在道路上行驶，比如一辆白色的车和一辆灰色的车。  地面上似乎刚刚下过一场雨，湿润的路面反射着淡淡的光泽。天空显得有些阴沉，呈现出白灰色的色调。虽然照片中看上去无人值守，实际上有很多人正在路上行走，增添了生活的气息，表现出城市的繁忙与活力。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000020979.jpg,English,['17M8uULOcZLi'],"["" We're looking at a street where there's a blue bus on the street. There's a motorcycle that's white, black with a little bit of red. Parks in front of the motorcycle on the sidewalk. There's a scooter over on the left, an electric scooter. There are trees along the side of the sidewalk. It's purely winter because there's no leaves on the trees. There's buildings along the other side of the street. The buildings are all white brick or marble. The one on the right is marble, the middle one is brick, and the one on the left is white. The sidewalk has concrete bricks that are laid in a row. The street is gray and the lines in the street are white. All the traffic is going one direction. This looks like it's in England. It's clearly daytime and it's clearly winter because there is full cloud coverage in the sky.""]",[False],[nan],"We are observing a street scene where a blue bus occupies the roadway. In front of this bus, there is a motorcycle that features a color scheme of white, black, and a hint of red. This motorcycle is parked on the sidewalk adjacent to the street. To the left of the motorcycle, we notice an electric scooter, parked neatly.   The environment hints at a winter setting, as all the trees lining the sidewalk are devoid of leaves, indicating the cold season. On the opposite side of the street from where we are standing, there are buildings characterized by their white brick and marble facades. The structure on the right is constructed of marble, the middle building is made of brick, while the one on the left displays a white exterior.  The sidewalk consists of concrete bricks arranged methodically in a row, providing a structured appearance. The street itself is a gray surface with white lines marking the lanes. Traffic is orderly, with all vehicles moving in a single direction. Given the visual elements of the scene, including the architecture and the overall atmosphere, it suggests that this location is likely in England. The time of day is clearly daytime, and the sky is covered with thick clouds, reinforcing the wintry feel of the scene."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021198.jpg,Chinese,['12YWsLWHpe5a'],['整张图展现出给人一种很模糊朦胧的感觉然后厨中间是一个应该是在餐厅的一个场景中间是一个桌子然后坐着两个应该是小孩正在看着像是在吃早餐中正在交谈的一个场景然后左边就是储餐厅的那种橱柜以及各种摆放物品的地方右边墙上还挂着一幅画然后整体后面的玻璃外面的阳光应该会比较灿烂然后就因为显得正中间的这个小孩颜色很过曝然后整体的这个背景颜色是偏偏蓝紫色的偏冷色调的一些然后小孩的神情很模糊看不太清风格有点偏那种老式录像带美容风格整体的这个照片有点像是那种鱼眼镜头拍摄出来的'],[False],[nan],整张图片给人一种模糊而朦胧的感觉，呈现出一种朦胧的美感。在画面的中央，描绘的是一个餐厅的场景，正中央是一个桌子，上面似乎摆放着早餐，而坐在桌子旁的是两个小孩，他们正兴致勃勃地交谈，仿佛在享受这顿早餐的乐趣。画面左侧展示了餐厅的储藏柜，柜子上摆放着各种物品，这些日常用品增添了生活的气息。  右侧的墙壁上挂着一幅画作，可能是装饰品或者艺术作品，为这个餐厅环境增添了一些文化气息。从整体上看，后面的玻璃窗外透进来的阳光显得格外灿烂，然而因为中心的小孩图像颜色过曝，整体画面呈现出一种独特的明亮效果。同时，背景中的颜色偏向蓝紫色，给人一种冷色调的视觉体验。  小孩的神情模糊不清，无法辨认，似乎在这个艺术风格中融合了老式录像带的质感，营造了一种怀旧的氛围。整张照片的拍摄风格略显鱼眼镜头的特征，使得画面在视觉上产生一种独特的扭曲与延伸感，增加了整体构图的趣味性。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021198.jpg,English,['16t0hL9bAwIY'],"["" This image seems to be a very brightly lit dining room, a small dining room. And the dining room is made mostly of wood. There are many cabinets in this dining room. And there is a glass cabinet above the wooden cabinets. There is a bright shining light coming from outside of the room. And there are two boys in the dining room. They seem to have something in their hands. It looks like they're eating. The boy closer to the camera has a plate on the table and seems to have some sort of silverware in his hands. But the brightness from outside makes it difficult to see what exactly is in his hands. And the boy... Further away from the camera seems to be holding some sort of food. The center of the photo is very, very bright from the light outside. On the right side of the photo, there is a painting on the wall. A picture, rather, of a human being. Possibly a woman. On the wall opposite the lens of the camera, there is a clock on the right side. And above it, there is some sort of indistinguishable object.""]",[True],[nan],"This image presents a very brightly lit small dining room that predominantly features wooden elements. The room is adorned with numerous cabinets, with a distinct glass cabinet positioned above the conventional wooden cabinets. A bright and radiant light from outside floods the space, creating a vibrant atmosphere.  Within this dining area, two boys can be seen engaged in what appears to be eating. The boy who is closest to the camera has a plate positioned on the table in front of him and holds what looks like silverware, although the intense brightness from the sunlight makes it challenging to clearly discern the details of the items in his hands. Meanwhile, the boy further away from the camera seems to be clutching a piece of food, indicating that both children are enjoying a meal together in this warm and inviting setting.  The center of the photograph is dominated by the brilliance of the sunlight streaming in from outside, lending a lively and cheerful ambiance to the dining area. On the right side of the photo, there is a painting or picture on the wall which appears to depict a human figure, possibly a woman. On the wall directly opposite the camera lens, there is a clock situated on the right side, providing a sense of time in the space. Above this clock, there is another object that remains indistinguishable, adding an element of mystery to the decor of the room."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021198.jpg,Russian,['1fjy188YluPp'],"[' Эта фотография сделана специальным стилем. Тут есть линза, которая расширяет то, что в центре, как любви глаз, короче. И тут два человека, это старая фотография, явно, два человека сидят за столом, за маленьким столом в центре, один человек сидит прямо перед окном, за которым яркий свет, шторы не затянуты, туда они открыты, и другой человек сидит с правой стороны, прямо перед, то что похоже на камина. С другой стороны там кухня, ну, в принципе, они все сидят на кухне, но видно, что там какая-то микроволновка или духовка слева, хотя это немножко похоже на телевизор. Кроме этого, тут все деревянное, от довольно старого долька, но это тут паркет, и все остальное на кухне тут тоже деревянное. А этот самый стол сидит на ковре. И да, все. Есть еще часы, и на стене, сзади, там справа, и какая-то фотография человека с правой стороны.']",[False],[nan],"Эта фотография выполнена в специфическом художественном стиле, который создает эффект расширения, особенно вокруг центральной части, напоминая о том, как глаза могут воспринимать пространство. На ней изображены два человека, что указывает на то, что это старая фотография, скорее всего, из середины 20 века или даже ранее.   Один из людей сидит прямо перед окном, за которым льется яркий свет; шторы не затянуты, а открыты, что создает ощущение теплоты и уюта. Другой человек занял место с правой стороны, прямо перед тем, что напоминает камин. Позади них находятся элементы кухни, где видно небольшую микроволновую печь или духовку слева, хотя по форме она может напоминать и телевизор.  Все пространство оформлено в теплых тонах и выполнено из дерева, что придает фотографии ощущение старинного уюта. Пол выложен паркетом, что также указывает на возраст данного интерьера. Стол, за которым сидят персонажи, расположен на ковре, добавляя текстуры в общий стиль изображения. Интересно отметить, что на стене сзади, справа, висят часы, возможно, старинные, что также подчеркивает атмосферу времени. Неподалеку находится еще одна фотография человека, расположенная справа; ее содержание неясно, но это добавляет интригу к обстановке кадра."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021462.jpg,Chinese,['1ikrx6sKGbHQ'],['图片给人的第一感觉就是一起在参观红酒酿造的酿造厂的一个场景吧图的正中间是一张桌子桌子上摆了四瓶应该是红酒以及若干的酒杯左边应该是这个地方的讲解员然后右边的话有几位上了年纪的老人应该是来参观的然后整体的这个地方的背景是偏这种古典色的最左边又摆放了几只巨大的橡木桶应该是用来酿酒的整体的风格是偏古典以及十分有文化色彩在里面右边的这位老奶奶穿着衣着也是皮的也是比较鲜艳的那种然后我的画图片是比较偏模糊一些的'],[False],[nan],图片呈现了一个场景，给人的第一感觉是在参观一个红酒酿造厂。画面正中间有一张桌子，桌子上摆放着四瓶红酒以及若干酒杯，似乎是为品酒准备的。左侧站着一位讲解员，他正向参观者介绍这里的红酒酿造过程与历史。右侧则是几位年长的老人，他们显然是来参观的，神情专注地聆听讲解员的内容。  整体场景的背景呈现出一种古典的色调，营造出浓厚的文化氛围。在画面的最左边，可以看到几只巨大的橡木桶，这些桶通常用来酿酒，代表了传统的酿造方式。整体风格透露出古典与文化交融的气息，给人一种历史传承的感觉。  右侧的这位老奶奶穿着一件鲜艳的皮衣，服装设计比较独特，彰显出她的个性和活力。整幅画面的细节略显模糊，但依然能够感受到浓厚的文化和历史韵味。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021462.jpg,English,['1aTqXMfmpl2Y'],"["" This appears to be an image of some sort of wine tasting type of thing. As you can see, barrels in the background I assume are for fermenting wine. There are four individuals. Three of them are older looking. They appear to be the people that are here for the wine tasting. Then we have one individual in brown and khaki slacks. He appears to be a little bit younger, probably middle aged. That is sort of, appears to be introducing the different wine. There's a place at the center of the image on this sort of fancy table with the wine glasses laid out in front of the bottles of wine. And he's sort of introducing the wine. It appears that he's introducing this wine to the three individuals standing around the table that appear to be a little bit older. And yeah, the room has this sort of, the walls appear to be made out of wood. So it has this very classical sort of wine brewery, not wine, like a vineyard or like a brewery type feel to it.""]",[False],[nan],"This image captures a moment during a wine tasting event, set in an intimate and rustic venue that exudes the charm associated with traditional wineries. In the background, a row of large wooden barrels can be seen, which are likely utilized for fermenting the wine, a hallmark of the winemaking process firmly rooted in tradition.  In the foreground, four individuals are discernible. Three of them are older in appearance, suggesting they are guests gathered for the tasting experience. The fourth individual stands out as he is dressed in a brown shirt paired with khaki slacks, indicating a more casual yet polished look. He appears to be middle-aged and is engaged in the act of introducing the various wines to the others around the table.  On a beautifully arranged table at the center of the image, several wine glasses are elegantly laid out in front of an assortment of wine bottles, indicating a curated selection of wines has been prepared for tasting. The focal point of the scene is the middle-aged man, who seems to be actively presenting and sharing details about the wines to the older guests, whose interest and engagement can be inferred from their attentive demeanor.  The overall ambiance of the room contributes to the experience, characterized by wooden walls that reinforce a classic vineyard or brewery aesthetic. This setting enhances the feeling of authenticity and tradition that accompanies wine tasting, allowing participants to immerse themselves in the rich culture and appreciation for viniculture."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021801.jpg,Chinese,['1nE2VYjHjQi5'],"['这个照片是有一个人的厨房,他们有一个冰箱是一种灰色吧,然后墙是一种黄白色,米白吧。然后他们的厨房其实是有白色的门,但是上面是棕色,然后他们有一个放水的地方,也有一个微波炉,也有一些刀在一个木头的东西里头,然后还有一个那种放面包然后出来就会被烤的东西。然后他们也有一些。然后他们也有一个毛巾,这个毛巾是一种浅棕色的吧,然后他们也有是电来的煮东西的锅,然后好像没看见别的,这个厨房没有什么那么多东西,但是挺干净的。']",[False],[nan],这个照片展示的是一个人的厨房，整体布置清新而简洁。厨房中有一个灰色的冰箱，颜色给人一种低调而现代的感觉。墙壁的颜色是黄白色，接近米白，营造出温暖而明亮的氛围。厨房的门是白色的，但上面是棕色的衬托，这种颜色的组合使得整体空间看起来和谐。  在厨房的一侧，有一个放水的地方，可能是水槽，用于清洗蔬菜和餐具。紧邻水槽的是一个微波炉，方便快速加热食物。此外，厨房里还有一个木制的刀架，里面整齐地放置着几把刀具，方便日常烹饪使用。靠近准备台，还有一种专门放面包的烤面包机，能够将面包烘烤至金黄酥脆。  在整个厨房的陈设中，还有一条浅棕色的毛巾，被大方地悬挂在某处，增添了一丝温馨感。同时，这个厨房配有电动的烹饪锅，使得烹饪更加便捷。整体而言，虽然这个厨房里的物品数量不多，但它保持得相当干净，给人一种整洁而舒适的感觉。这样的环境非常适合日常烹饪与家人亲友的聚会。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021969.jpg,Chinese,['1elG1A6GS1Mk'],"['这个照片有蓝天白云,很好看的照片,我觉得左边是一个楼,然后这个照片,如果你想去拍照的时候是往上拍的,因为你能看到一个很漂亮的老气的,能说时间的东西,然后这个很复杂,有金,有红,有白,就有各种各样的颜色,但是外面的颜色还是黑的,然后这个是在一个楼上,这个楼是很老气的那种法国architecture来说的东西,然后有两个黑的窗户,然后有很多小的details,然后是一种白米色的,大概是白色的吧,然后有一些云,但是没有那么多,大部分的天你能看见在右边,然后是,蓝天白云那种的很蓝的蓝。']",[False],[nan],这个照片展现了蓝天与白云的组合，呈现出极具视觉吸引力的画面。我观察到，照片左侧是一个建筑物。从拍摄角度来看，这张照片是向上拍摄的，这样可以更好地捕捉到一个极具美感且带有历史感的元素，可能是某种标志或装饰，给人一种似乎能够感知时间流逝的感觉。这个建筑的外观非常复杂，装饰上有金色、红色和白色等多种颜色，交织在一起，形成丰富多彩的视觉效果。然而，建筑外部的颜色以黑色为主，这与内部的色彩形成了鲜明的对比。  这座建筑是一种古老的法国建筑风格，特征是典雅而充满历史感。建筑物上有两个显眼的黑色窗户，窗户的设计充满了细致的小细节，显示出工匠的精湛技艺。整体上，这座建筑呈现出一种米色或接近白色的色调，其外表散发出一种温和而典雅的气息。  在天空中，虽然有几朵云彩，但数量并不算多，大部分的天空是清澈的蓝色，这种蓝色给整个画面增添了一种清新和开阔的感觉。特别是右边的天空，展现了一片无垠的蓝天与飘逸的白云，形成了与建筑物之间的完美对比，营造出一种和谐的视觉享受。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021969.jpg,English,['1nuGlmGxr7Dl'],"[' The image features a very well ornamented clock that is on the side of a building. It looks as if it would be a European style building. There are some columns and the windows are pointed at the top and very slim. The stone that is used is very white. There is nice lining all around the building. The clock itself has the center circle face as well as a small sun and moon left and right to the bottom of it respectively. It has a red trim all around with a golden sun at the top and golden swirls. There is a triangle protruding out of the triangle and a square encasing all of that. The background is very clear, a sunny day with just one or two clouds in the background. This seems to be a photo taken from a bottom up angle.']",[False],[nan],"The image presents a beautifully ornamented clock mounted on the side of what appears to be a European-style building. The architectural features of the building include tall, slim windows that are pointed at the top, characteristic of Gothic or neo-Gothic designs, and are flanked by elegant columns that enhance the structure's grandeur. The stone used in the building is a strikingly bright white, giving it a clean and classic appearance, while intricate linings adorn the edges and surfaces of the facade, adding to its decorative appeal.  The clock itself is a central visual element, featuring a circular face at its center. Flanking the bottom of the clock are small but detailed representations of a sun and a moon, positioned to the left and right, respectively. This imagery may symbolize the passage of time from day to night. The clock is surrounded by a vibrant red trim which adds a bold contrast to the overall design, with an ornate golden sun positioned prominently at the top, exuding a sense of brightness and cheer. The design incorporates elaborate golden swirls that enhance its decorative nature.   Notably, a triangular element protrudes from the clock design, and all these elements are encased within a square frame, creating a striking focal point on the building's exterior. The image captures the scene under a clear, sunny sky with just a few fluffy clouds drifted in the background. The perspective from which the photo is taken is from a low angle, looking upwards, which emphasizes the clock and the architectural details of the building above it, contributing to a sense of height and majesty."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000022002.jpg,Chinese,['1mkaZ1t2DwgJ'],['这张图底一眼是一只灰熊灰熊在画面的右边只有一只树子之外都是树枝画面中没有明显的字灰熊好像蹲在一棵树上在等待着什么没有注意到拍摄者感觉现在已经是晚秋或者冬天了因为树比较干枯没有艺术叶而且是黄黄的背景就是这些盘根错节的树枝已经有点凋零了感觉可能是在野外或者动物园拍下的这张黑熊照片没有什么特别明显的文化的特征因为任何国家可能都会有动物园黑熊'],[False],[nan],这张图的底部显现出一只灰熊。灰熊位于画面的右边，周围则只有一棵树，其他的地方都是交错的树枝。画面中没有明显的文字，灰熊似乎蹲坐在一棵树木上，神情专注地等待着某个东西，而完全没有注意到拍摄者的存在。通过画面可以推测，当前的季节可能是晚秋或冬天，因为树木的叶子已经比较干枯，呈现出一种萧瑟的感觉，背景色调也显得黄黄的。这些盘根错节的树枝已开始凋零，增添了一种季节转换的氛围。这张照片可能是在野外或动物园拍摄的，虽然黑熊在许多国家的动物园中都有展出，但在这幅作品中没有特别明显的文化特征，让人感觉它更普遍，是一种自然的生态摄影展现。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000022002.jpg,English,['1meL6ZeTMBjn'],"["" This is an image of a black bear climbing on top of some sort of branch or a tree. You can't make out much from the photo except that you see a bunch of different branches all surrounding the black bear. As I believe, the black bear is high up in the air. The bear has a black nose and black fur. It has a little lighter snout, but I presume it's a black bear because it doesn't look as big as a grizzly bear. Its fur is not as light colored. It appears to be winter or sometimes colder as there are no leaves on any of the trees. That we can see.""]",[False],[nan],"This image captures a black bear in an elevated position, either atop a branch or a tree. The surroundings are filled with an array of intertwining branches, creating a natural habitat that obscures much of the visibility in the photo. The bear, appearing to be quite high off the ground, possesses distinct features that identify it as a black bear, including its deep black fur and characteristic black nose. Its snout shows a slightly lighter coloration, but this variance is typical for black bears and does not indicate a different species. The overall size of the bear further suggests it is not a grizzly, as it is smaller and its fur does not exhibit the lighter hues associated with that species. The scene likely takes place during winter or a chillier season, as evidenced by the absence of leaves on the trees surrounding the bear, indicating a stark, leafless environment typical of colder climates. The photograph beautifully encapsulates the bear’s natural behavior while highlighting the serene, wintry backdrop of its habitat."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000022085.jpg,English,['1kCWsAVAye4Q'],"["" In this image, there are four individuals playing frisbee. Around them is a bunch of fences as if they're on a field, potentially like a school's yard or field. The four individuals all seem to be in a running motion. They have t-shirts with Under Armour underneath them, implying that it might be a little bit chilly out. There is no text in the image. The four men are mainly front and center. One individual seems to be throwing a frisbee, while one is chasing after the frisbee, and the other two seem to be just looking in the direction of the frisbee. The first male is wearing a white shirt, white shorts, blue socks, and a bandana. The second male is wearing a black shirt, white shoes, white shirt, and a brown hat. The third individual is wearing shorts. The fourth individual is wearing blue shorts, gray shorts, gray shoes, and a green hat. The fourth individual is wearing no hat, with a blue shirt, gray shorts, and gray shoes.""]",[False],[nan],"In this image, there are four individuals engaged in a game of frisbee. The setting appears to be an open area, possibly a schoolyard or a recreational field, as suggested by the surrounding fences that outline the space. Each of the four men is depicted in a dynamic running motion, indicating an active and energetic engagement with the game. They are all wearing t-shirts, and the inclusion of Under Armour apparel suggests that the weather might be slightly chilly, as such athletic gear is often used for additional comfort and warmth during outdoor sports activities.  There is no text present in the image, allowing the viewer to focus solely on the actions and appearances of the individuals. The three men are positioned primarily in the foreground, creating a sense of immediacy and involvement in the activity. Among them, one individual appears to be throwing the frisbee, demonstrating a moment of playfulness and athletic skill. Another is in pursuit of the frisbee, indicating his eagerness to catch it. The remaining two individuals seem to be attentively tracking the frisbee’s movement, showcasing their interest and involvement in the game.  In terms of attire, the first male is dressed in a white shirt and white shorts, complemented by blue socks and a bandana, which may suggest an attempt to keep sweat at bay or simply as a style choice. The second male is in a black shirt and white shoes, with a white shirt underneath, also wearing a brown hat, which could provide shade or simply contribute to his casual look. The third individual, characterized by wearing shorts, suggests a relaxed and sporty appearance but lacks further details in clothing description. The fourth male stands out with blue shorts, gray shorts underneath, matching gray shoes, and a green hat, which could potentially indicate a unique personal style or preference. This diversity in attire among the group not only enhances the visual interest of the image but also reflects various aspects of personal expression within a shared recreational activity."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000022199.jpg,Chinese,['1niLhr7c010M'],['这张图展示的是两个人在糕点店买蛋糕的画面图中有三个人一个是售货员是女的一个中年的女的还有两个顾客一个比较年轻的男的和一个比较年老的男的然后还有一些糕点摆在这个柜子里面有两个黄色的瑞士卷两个绿色的瑞士卷和三个棕色的瑞士卷然后下面一排还有一些若干的那种蛋黄酥一样的东西然后还有两个袋子还有若干个杯子摆在架子上没有显示文本方位主要是两个顾客是站在柜台的前面然后女售货员站在柜台的前面然后男主人站在柜台的后面蛋糕摆在他们的旁边右手边然后主要是右手边有个柜子然后蛋糕摆在柜子里面然后还有若干的杯子一些种类摆在他们整个背景后方的一个架子上面细节就是就这里还有一个电视机还是什么的屏幕然后还有一个可以反光的镜子背景主要是整体的这个一个商店的背景整体风格就是比较和谐然后是青色调的主要是黄颜色'],[False],[nan],这张图展示的是两个人在糕点店购买蛋糕的情景。画面中一共有三个人，其中一位是女性售货员，另一位是一名中年的女性顾客，还有两位男性顾客：一位相对年轻的男士和一位年长的男士。柜台内陈列着多款糕点，其中包括两个黄色的瑞士卷、两个绿色的瑞士卷以及三个棕色的瑞士卷。在柜台的下方，有一些类似于蛋黄酥的小点心。此外，柜台上还摆放着两个袋子以及一些杯子，整个陈列显得琳琅满目。  顾客们站在柜台的前面，而女售货员则站在柜台的后方，随时准备为顾客提供服务。年轻的男顾客位于柜台的侧边，周围是装饰得当的背景。这些蛋糕主要放置在柜台的右手边，柜台的右侧还有一个装满各种杯子的架子，增添了商店的整体活力。整个画面的背景设有一个电视机或显示屏，并配有一面能反光的镜子，为这个糕点店增添了现代感。  整体风格上，商店呈现出和谐的氛围，大量使用了青色调，辅以黄色的蛋糕，形成了一种温暖且舒适的视觉效果。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000022199.jpg,English,['1iNa2mn3PlpV'],"["" The image is of a bakery. There's an elderly gentleman and a middle-aged man purchasing two bags of pastries from a female cashier. There are multiple pastries on display in a glass display case. It has two shelves. On the bottom shelf there are many round pastries. On the top there are many sweet rolls it seems. The labels on the rolls appear to have Chinese labels as well as English labels. This is likely a Chinese bakery. There are shelves in the back. Glass shelves and wooden cupboards are all with items on it. The background is tile and the overall color palette is orange. The colors are quite muted and pastel. No large logos or bright colors.""]",[True],[nan],"The image depicts a bakery setting with a warm and inviting atmosphere. In the foreground, an elderly gentleman and a middle-aged man are seen buying two bags filled with pastries from a female cashier, who appears to be engaged in a friendly transaction. Behind them, there is a glass display case that prominently showcases a variety of pastries, arranged neatly over two shelves.   On the bottom shelf, there is an assortment of round pastries, possibly including items like buns or filled doughnuts, which are common in many bakeries. The top shelf features several sweet rolls, which may include cinnamon rolls or other sugary offerings, indicating the bakery's sweet specialties. Notably, the labels on the sweet rolls feature both Chinese and English text, suggesting that this is likely a Chinese bakery that caters to a diverse clientele, often celebrating cultural culinary traditions.  The background of the bakery is filled with various shelves made of glass, along with wooden cupboards, all displaying additional baked goods or kitchen items, enriching the bakery's ambiance. The floor and wall are tiled, and the overall aesthetics of the bakery are defined by a muted pastel color palette dominated by shades of orange, creating a cozy and relaxed environment. The lack of large logos or vibrant colors contributes to a serene and understated atmosphere, focusing attention on the delightful array of baked treats available for customers."
