image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275555391_0.jpg,What does the arrangement of the poached chicken suggest?,A thoughtful approach to presentation.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275555391_0.jpg,What is the name of the restaurant where the food was prepared?,'Gourmet Tree'.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275555391_0.jpg,"Which part of the chicken is used, and why is it considered more flavorful?",Thigh; it's juicier due to its fat content.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275555391_0.jpg,What do the ingredients in the soup suggest about its flavor profile?,Aromatic flavors.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,What indicates that the building has cultural or historical importance?,Its architectural features.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,What can be found above the entrance of the building?,A sign.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,What does the mark with an 'R' in a red circle signify?,A prohibition.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,Which regions does the description of the location remind one of?,"Southeast Asia, like Thailand or Vietnam."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,What contributes to the building's aesthetic appeal?,Its proximity to trees and foliage.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,What factors contribute to the tranquil atmosphere of the area?,"The lack of shops, schools, or dense populations."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,Which region's architectural style might the building resemble?,"East Asia, particularly Thailand."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275884378_0.jpg,"What is the name of the restaurant, and what does it translate to in English?","'Tian Tian Zhen Cai,' meaning 'Every Day is Fresh Seafood.'"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275884378_0.jpg,What evidence is there that the restaurant caters to families?,The presence of children's chairs.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275884378_0.jpg,How does the location of the seafood stall relate to the restaurant's offerings?,It indicates a cultural emphasis on fresh and live seafood.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275884378_0.jpg,What does the word 'special' on the menu signify?,It connects to local culinary experiences.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275884378_0.jpg,How do the colors and design of the scene relate to the restaurant's theme?,They enhance the seafood theme and aesthetic appeal.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,Who is the singer performing in the image?,JJ Lin
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,What recent event did the narrator attend related to JJ Lin?,A concert
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,How long has JJ Lin influenced the narrator's life?,Since childhood
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,What type of atmosphere does the performance convey?,Lively and energetic
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,What does the photograph from JJ Lin's early career showcase?,Early millennium fashion
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,What aspect of the performers' outfits highlights cultural aesthetics?,Colorful attire
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,What elements are significant in the described performance scene?,Creativity in poses and color contrast
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,Who is observing the performance in the description?,Shane
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What does the bright red packaging symbolize in Asian cultures?,Good fortune and happiness.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What do the yellow lanterns resembling pineapples symbolize?,A seasonal fruit or creative adaptation.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What cultural event is being celebrated that enhances the atmosphere in the supermarket?,The Spring Festival.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What do the Chinese characters in the supermarket signify?,'Celebrate the Spring Festival.'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What does the insignia celebrating the Year of the Dragon signify?,The Spring Festival of 2024.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What does the use of yellow pineapple lanterns indicate about the decorations?,A local adaptation of traditional decorations.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg,What do the flags on Lee Hsien Loong's badge represent?,Diplomatic ties and cultural connections.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg,Since when has Lee Hsien Loong been a leader in Singaporean politics?,Since 2004.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg,What is significant about Lee Hsien Loong's family background?,He is part of the influential Lee family.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg,What type of occasion does the photograph imply Lee Hsien Loong is attending?,An important political occasion.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276607879_0.jpg,What natural ability do the water voles possess?,Constructing dams.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276607879_0.jpg,What colors are used to describe the fur of the water voles?,Pale brown and dark chocolate.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276607879_0.jpg,What term is used to refer to the animals that resemble water voles?,'Water towers.'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276607879_0.jpg,What do capybaras signify in terms of cultural presence?,Their native presence in various countries.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276915056_0.jpg,What language is the supermarket membership discounts advertisement written in?,Chinese
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276915056_0.jpg,What do the programs Mingjing and Diandian encourage?,Community engagement
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276915056_0.jpg,What kind of activities are promoted for customer engagement?,Social media activities
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,What type of wall design does the building feature?,glass curtain wall
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,What does the greenery in the foreground suggest about the urban environment?,well-maintained and conducive to livability
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,"Where is Grab, the ride-hailing company, headquartered?",Singapore
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,What style does the architecture of the building reflect?,contemporary urban design
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,What elements create a visually striking contrast in the image?,black building and gray sky
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,What is the probable function of the building in the image?,Grab's headquarters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277052149_0.jpg,Who are the individuals featured in the image?,Main and supporting characters from 'Crazy Rich Asians.'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277052149_0.jpg,What does the dynamic among the trio suggest?,They are engaged in a lively discussion.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277052149_0.jpg,What does the show portray about the lives of Chinese families in Singapore?,They are portrayed as exceedingly wealthy and ostentatious.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277052149_0.jpg,What does the color palette and characters' features signify?,A blend of American and East Asian cultural narratives.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277052149_0.jpg,What does the duality in the series enhance?,The charm and complexity of the series.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,What age group is Tai Chi particularly popular among?,Older adults
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,What does the classical Tai Chi attire represent?,Chinese heritage
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,What type of trees in the park suggests a tropical location?,Banana trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,What material is the elderly woman's traditional outfit made of?,Satin
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,What do the red decorations on the fencing resemble?,Traditional firecrackers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,How is Tai Chi depicted beyond being a physical exercise?,As a community activity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,What type of environment does the setting resemble?,a tropical forest or jungle
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,What geographical origins are suggested for the enclosure?,Indonesia or Malaysia
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,What ecological role does the pitcher plant serve?,catching insects
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,What themes are highlighted in the description of the rain-soaked fruit market?,environment and natural beauty
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,What influences the pigment development in plants?,the angle and intensity of sunlight
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,What does the sprout demonstrate about nature?,nature's resilience
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What does the first food stall specialize in?,Noodle Fish Soup
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What are patrons expected to do after they finish dining?,Clear their plates
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What season does the atmosphere suggest the scene is set in?,Summer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What type of writing suggests the location of the night market?,Chinese writing
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What type of market is being described in the scene?,Night market
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What do the interactions among people at the market symbolize?,Communal spirit
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What can patrons do after purchasing their meals?,Sit at tables
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,What characteristic of the synchronized swimming performance is highlighted?,high level of artistry
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,What aspect of the swimmers' costumes enhances the visual appeal of the performance?,vibrant colors
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,What purpose do the hats serve for the synchronized swimming team members?,enhance visual coordination
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,"Who is indicated in the background, highlighting the training aspect of the sport?",a coach
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,What do the sponsorship banners represent in the context of the event?,commercial aspect of sports
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,What cultural value is emphasized through the athletes' performance?,dedication to hard work
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,What physical traits of the swimmers indicate a cultural appreciation for athletic aesthetics?,healthful tanned skin tone
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,What is the nickname given to durians that highlights their importance?,king of fruits
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,Why is special cleaning required for durians?,due to its thorny exterior
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,Which region is suggested to have a cultural significance for durians?,Southeast Asia
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,What do the vibrant colors of the durians and the woman's uniform signify about the market's atmosphere?,lively atmosphere
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,What type of environment is suggested by the organization of the fruit stalls and the woman's role?,structured work environment
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,What do the various fruits in the market indicate about its offerings?,diversity of produce
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,How does the setting compare to more generic fruit market depictions?,more charm and vibrancy
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,Where is the vibrant street scene located?,in a city in China
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What issue is highlighted by the presence of three homeless men?,socio-economic challenges
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What does the dialogue from the homeless man suggest?,urgency and resource scarcity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What types of leisure activities are depicted in the graffiti?,shopping for food and playing badminton
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What does the presence of individuals of Indian descent indicate about the urban setting?,multicultural aspects
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What does the woman's interaction with the seated individuals signify?,compassion and connections
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What does the ambiance of the scene convey?,warmth and sense of community
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What does the graffiti illustrate about urban life?,the complex tapestry of life
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278004702_0.jpg,What type of environment is depicted in the image?,a bustling urban environment
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278004702_0.jpg,What does the presence of multiple motorcycles and a delivery box indicate about the culture?,motorcycle-based delivery services
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278004702_0.jpg,What do the road markings in the image reflect about Singapore?,an organized traffic system
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278004702_0.jpg,What does the postman's helmet and motorbike signify in the context of Singapore?,efficient postal services
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278004702_0.jpg,What do the visual details in the image reveal about the urban aesthetic in Singapore?,the unique urban aesthetic of housing estates
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What type of cuisine does Haidilao Hot Pot specialize in?,hotpot
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What are the individuals on the left side of the image doing?,taking a selfie
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What does the clean environment in the image suggest about the area?,effective management
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What type of setting is available for dining in the image?,outdoor dining area
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,Why is it speculated that Haidilao is located in China?,due to its prominence and Chinese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What does the reference to a 'two-day call' suggest about social interactions?,discussing personal anecdotes
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What does the presence of lower foot traffic suggest about the day of the week?,it is a weekday
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278310786_0.jpg,What do the Chinese characters on the bowls suggest about the attendees?,They are of Chinese heritage.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278310786_0.jpg,What type of attire are the attendees wearing that symbolizes their cultural identity?,Modified versions of qipao.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278310786_0.jpg,What does the food arrangement resemble and what does it symbolize in Chinese culture?,"A dragon, symbolizing strength, good luck, and prosperity."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278310786_0.jpg,What cultural practice does the sharing of noodles arranged like a dragon reflect?,A specific cultural practice in Chinese celebrations.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278310786_0.jpg,What do the oranges on the table symbolize in relation to the meal?,Traditional offerings associated with celebrations.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,What do the noodles resemble?,A thicker version of rice noodles.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,What garnish is used in the dish?,Green scallions.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,What ingredient is described as a yellowish gel-like substance?,Tofu.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,What type of broth characterizes the curry-flavored noodle soup?,Thick and rich broth.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,From which type of restaurant does the dish likely originate?,A specialty restaurant focusing on Singaporean or Southeast Asian cuisine.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,What does the photograph emphasize about the dish?,The inviting nature of Southeast Asian culinary delight.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What type of illustrations are flanking the truck's banner?,traditional Chinese martial artists
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What does the truck appear to be transporting?,performance-related props for martial arts
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What character is prominently featured on the truck's flag?,the Chinese character '旋'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What does the overall theme of the truck suggest about its timing?,related to the festive New Year celebration
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What cultural depiction is included on one of the flags?,lion dance costumes
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What does the lion dance symbolize?,good fortune and drives away evil spirits
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279039833_0.jpg,What purposes do the boats in the image serve?,Diverse purposes beyond tourism.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279039833_0.jpg,What urban features are highlighted in the image?,Tall buildings and a lack of traditional Chinese landmarks.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279039833_0.jpg,Where might this coastal city scene be located?,Outside of China.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279039833_0.jpg,What does the pink hut in the image represent?,Cultural significance.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279065393_0.jpg,What country is the location suggested to be in?,Singapore
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279065393_0.jpg,How do the pavement aesthetics compare to those in Western countries?,They diverge
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What brands suggest the luxury focus of the shopping mall?,"Cartier, Dior, and Louis Vuitton."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What architectural features reflect the upscale design of the mall?,"Rounded lines, a white skylight with a black steel frame, and reflective glass."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What does the shopping mall's upscale nature indicate about cultural values?,An emphasis on consumerism and luxury shopping experiences.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What does the casual dress of individuals in the image indicate about the climate?,A warm climate conducive to leisure and summertime activities.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What do the types and colors of vehicles reveal about the urban traffic culture?,Insights into local traffic culture and urban living.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What does the mixed-use nature of the area indicate about urban planning?,It caters to both living and shopping lifestyles.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,What is distinctive about the traffic light pole in the scene?,It is unusually tall and designed in a cross shape.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,What mode of transportation is the delivery person using?,An electric bike.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,What type of weather is depicted in the scene?,Overcast with dark clouds.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,How are the traffic lights mounted in this scene?,Horizontally.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,What shopping center is mentioned in the image?,Juron Point.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,How is the shopping center described in terms of vibrancy?,Not particularly vibrant.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,What type of structure is observed behind the shopping center?,A sports venue.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,Who is the well-known Mandarin singer from Singapore featured in the photo?,Stefanie Sun
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What does Stefanie Sun's engagement with the audience demonstrate?,Connection and interaction in Southeast Asian music culture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What type of accessories does Stefanie Sun wear that reflect Southeast Asian pop culture?,Colorful bracelets
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What do the whimsical patterns on Stefanie Sun's outfit contribute to?,A playful and vibrant aesthetic
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What do the in-ear monitors indicate about Stefanie Sun's performance setting?,A professional performance setting
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,Why is Stefanie Sun easily recognizable in Southeast Asia?,Her fame across the region
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What trend does the modern image of another singer reflect in contemporary Asian music?,Bold and innovative fashion choices
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What does the colorful long skirt in the description represent in terms of fashion?,The intersection of traditional and modern trends
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,What style do the houses in the image resemble?,Western European style
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,What do the Chinese characters on the signage signify?,Local cultural representation
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,Where is the street depicted in the image located?,In China
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,What does the advertisement in the image suggest about the local economy?,A blend of traditional commerce and modern technology
