image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054273582999_0.jpg,What organization is referenced that facilitates travel and immigration in the region?,ASEAN
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054273753581_0.jpg,What do the diminutive sculptures represent?,men and women of all ages
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054273753581_0.jpg,How many levels does the temple have?,five levels
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054273753581_0.jpg,What notable animal statues are at the temple's perimeter?,lions and other animals
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274168320_0.jpg,What driving side is indicated in the scene?,left side
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274168320_0.jpg,What type of buildings are mentioned as part of the urban landscape?,shophouses
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274168320_0.jpg,What Western influence is visible in the restaurant details?,menus in English
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274397489_0.jpg,What type of marketplace is depicted with outdoor dining?,indoor marketplace
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274397489_0.jpg,What architectural feature suggests timekeeping on the building?,clock tower
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274397489_0.jpg,What indicates the lively atmosphere of this urban space?,food stalls and dining spaces
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274812296_0.jpg,What characters proclaim 'flourishing business' in the market?,Chinese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274812296_0.jpg,What color are the tables and chairs?,pink
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274812296_0.jpg,What type of juices are advertised?,freshly made juices
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274983566_0.jpg,What traditional attire do the women wear?,Ethnic outfits
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274983566_0.jpg,What color is the outfit of the middle woman?,Red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054274983566_0.jpg,Which airline are the women likely associated with?,QWERTY
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275162007_0.jpg,What do the simplified Chinese characters express?,Gratitude for the Founding of the Nation
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275162007_0.jpg,What is the significance of the yellow flowers in Chinese culture?,symbol of remembrance and mourning
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275162007_0.jpg,What type of amulet is above the elderly man's photograph?,Buddha amulet
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275364982_0.jpg,What Southeast Asian architectural feature is highlighted in the scene?,traditional low-rise buildings
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275364982_0.jpg,What color is the standout rooftop mentioned?,vibrant orange
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275364982_0.jpg,What type of doors are present on the second floors of the shops?,French-style doors
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275476548_0.jpg,What model of airplane is featured prominently in the scene?,Boeing 777
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275476548_0.jpg,What festival is indicated by the Singapore Airlines branding?,Singapore Airlines logo with golden bird
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275476548_0.jpg,What airport is likely associated with Singapore Airlines?,Singapore Changi Airport
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275538756_0.jpg,"What does ""SMRT"" refer to in the context of the bus?",Singapore Mass Rapid Transit
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275538756_0.jpg,What feature emphasizes the bus's modern design?,smart technology
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275555391_0.jpg,What unique serving style is used for the rice?,Inverted bowl on a plate
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275555391_0.jpg,What type of greens are paired with the poached chicken?,Garlic broccoli
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275555391_0.jpg,What is included with the rice to enhance flavor?,Pickled mustard greens
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,What is the cultural significance of the tower?,Hindu or Tamil temple
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,Which street is the temple located on?,Tanglin Street
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275729059_0.jpg,What is prominently displayed on the temple's facade?,intricately carved statues
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275751385_0.jpg,What type of features are present in the flowerbed structure?,colorful sculptures
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275751385_0.jpg,Which airport is likely implied to be shown in the description?,Changi Airport
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275884378_0.jpg,What restaurant name is displayed on the wall?,Tian Tian Zhen Cai
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275884378_0.jpg,Which specific Chinese character can be identified on the menu?,competition (争)
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275884378_0.jpg,What type of establishment is depicted in the image?,seafood restaurant
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,Who is the prominent singer performing on stage?,Lin Junjie
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,What type of hat is Lin Junjie wearing during his performance?,a stylish hat
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054275946269_0.jpg,What fashion style reflects Lin Junjie's outfit?,modern fashion sense
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What festival is indicated by the phrase 'celebrating the Spring Festival'?,Chinese New Year
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What decorations resemble traditional Chinese lanterns?,yellow pineapple lanterns
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276124870_0.jpg,What year is associated with the Spring Festival in the image?,Year of the Dragon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg,What cultural significance does the badge on his collar represent?,flags of Singapore and India
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg,What does the name Lee Hsien Loong signify in Singaporean politics?,Prime Minister
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276607879_0.jpg,What type of animal is depicted in this scene with dense brownish-yellow fur?,capybaras
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276607879_0.jpg,What green feature is present that indicates growth on the fallen tree trunk?,moss or lichen
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276915056_0.jpg,What QR code information can be found beside the vending machine?,recycling practices
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276915056_0.jpg,What language is used on the supermarket discount board?,Chinese
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276915056_0.jpg,What slogan emphasizes the quality of the orange juice?,100% natural
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,What does the building's roof prominently display?,JRAB
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,What kind of trees are in the foreground?,broadleaf evergreen trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276936057_0.jpg,What urban area is the building likely located in?,Singapore
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277052149_0.jpg,What cultural themes does 'Crazy Rich Asians' critique?,superficialities of wealth
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277052149_0.jpg,What does the male peacock symbolize in the image?,remarkable beauty and length
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277052149_0.jpg,What unique cultural tension is depicted in the individuals' appearance?,East Asian features in Western style
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,What traditional form of exercise is being practiced?,Tai Chi
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,What is the significance of the red decorations on the fence?,symbol of good fortune
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,What attire is the elderly woman wearing?,traditional Tai Chi clothing
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,Where do pitcher plants like the one shown primarily originate?,Southeast Asia
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,What unique characteristic does the pitcher plant's mouth exhibit?,not fully opened mouth
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277366124_0.jpg,What are the colors present on the pitcher plant mentioned?,"green, brown, red"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What specific dishes does the left food stall sell?,Noodle Fish Soup
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What cultural significance does the scene represent?,Asian street food market
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277517130_0.jpg,What language is visible on the stalls?,Chinese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,What unique cap design do the swimmers wear?,white swim caps with red embellishments
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,What colorful patterns are on the swimsuits?,"green, yellow, and blue triangles"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277656653_0.jpg,Which companies are sponsoring the event?,"EMS, 100PLUS, SUNPLAY"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,What uniquely spiky fruit is prominently featured in the market?,durian
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,What color are the baskets containing durians?,red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277767288_0.jpg,What protective equipment is used to handle durians?,thicker glove
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What elements indicate cultural familial interactions in the mural?,Indian woman with husband and child
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277824179_0.jpg,What activity shows community engagement in the scene?,purchasing fruits
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278004702_0.jpg,What postal service is associated with the motorcycle?,Singapore Post
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278004702_0.jpg,What is the significance of the blue motorcycle's design in this context?,Postal delivery vehicle
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What type of cuisine is featured in the restaurant with a prominent sign?,Hot Pot
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What specific restaurant chain's sign is highlighted in the image?,Haidilao Hot Pot
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278186519_0.jpg,What city feature indicates this location is likely a shopping center?,Pedestrian activity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278310786_0.jpg,What symbol does the noodle arrangement resemble?,a dragon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278310786_0.jpg,What traditional Asian utensils are being used to eat?,chopsticks
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278310786_0.jpg,What festive items are placed on the table alongside the noodles?,oranges
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,What is the color of the bowl used for the noodle soup?,golden yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,What type of greens are added to the dish for freshness?,green scallions
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054278368869_0.jpg,What condiment is suggested for enhancing spice in the soup?,red chili paste
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What does the purple flag hanging from the truck say?,Xuan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What cultural performance is associated with the truck?,lion dance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279021031_0.jpg,What event is the truck preparing for?,Chinese New Year
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279039833_0.jpg,What color is the boat with a pink hull?,pink
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279039833_0.jpg,What does the left boat have on top?,white top
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279039833_0.jpg,What unique detail is on the orange boat?,black and green detailing
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279065393_0.jpg,What is the word prominently displayed on the sidewalk to indicate caution?,"""slow"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279065393_0.jpg,In which country might this roadway be located based on the design and language?,Singapore or similar locale
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What luxury brand stores indicate the mall's upscale nature?,Cartier and Dior
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What type of building is located behind the mall?,a residential complex
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279124789_0.jpg,What design feature characterizes the mall's architecture?,curved reflective facade
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,What is the name of the shopping mall featured prominently?,Jurong Point
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,Which store is mentioned as being inside Jurong Point?,Daiso
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279157087_0.jpg,What is the design feature of the crosswalk in this area?,dotted lines
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What unique hair color does the contemporary singer have?,golden-colored hair
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What specific floral pattern adorns the green shirt of the contemporary singer?,white floral pattern
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,Which prominent Mandarin singer is mentioned from Singapore?,Stefanie Sun
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279417961_0.jpg,What distinguishes Stefanie Sun's outfit patterns?,"stars, clouds, and planets"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,"What does the prominent advertisement reading ""Online Auction"" indicate?",network photography
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,What type of characters mark the jewelry store?,traditional Chinese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,What is special about the blue house's entrance?,large door frame for sunlight
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279620760_0.jpg,What colors are used for the directional arrows?,green and red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279620760_0.jpg,What features help visually impaired individuals navigate?,textured walkway
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279779333_0.jpg,What species are the turtles likely identified as?,Brazilian red-eared sliders
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279779333_0.jpg,What behavior are the turtles engaging in?,sunbathing
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What is the significance of the establishment's name and year?,Bacha Coffee 1910
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What architectural influence is reflected in the café's design?,Middle Eastern influence
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What color scheme characterizes the café's interior?,warm brown color scheme
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,What distinctive architectural installation is featured at the forefront of the shopping district?,tree-like structure
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,Which major subway exit is mentioned in the image?,oval-shaped subway entrance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,In which specific city does this luxury shopping district reside?,Singapore
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What do the artificial trees resemble?,enormous tree canopies
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What type of trees complement the artificial ones?,real green trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What heritage do many visitors appear to have?,Asian heritage
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What type of Asian snacks are wrapped in lotus leaves?,traditional snacks
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What cultural symbolism does the koi fish design represent?,good luck and prosperity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What dish is commonly associated with Singapore involving soy sauce and fruits?,Rojak
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What type of entertainment is featured on the first floor?,racing arcade machines
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What color is the decorative lighting in the mall?,cool blue hue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What is the design aspect of the central car sales booth?,modern design
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What type of event is Clarke Quay known for?,lively atmosphere
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What colors are present on the left building's roof?,pink and yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What is depicted on the billboard behind the right building?,"""Clarke Quay"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272007574_0.jpg,What ancient Chinese coin does the pig hold?,an ancient Chinese coin
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272007574_0.jpg,What phrase is inscribed on the coin?,Jie Fu Ying Chun
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272007574_0.jpg,What are the boxes filled with that the pig is emerging from?,golden ingots
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272586600_0.jpg,What structures suggest a lively tourist area?,three bars
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272586600_0.jpg,What does the lookout pavilion indicate?,safety for visitors
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272586600_0.jpg,What specific type of island is mentioned in the image?,"a long, narrow island"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272651460_0.jpg,What is the shape of the man-made structure in the image?,circular
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272651460_0.jpg,What is the notable feature of the girl in the photograph?,not wearing any pants
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272651460_0.jpg,What season does the ambiance of the photo suggest?,springtime
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272683818_0.jpg,What color is the outfit of the cyclist wearing for visibility?,orange outfit
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272683818_0.jpg,What type of vehicles are the cyclists riding?,electric bikes
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272683818_0.jpg,What architectural feature characterizes the buildings in the scene?,tall buildings with white windows
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272831221_0.jpg,What unique architectural resemblance do the buildings have?,green onions
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272831221_0.jpg,What text is on the small blue sign in the image?,"""the hive"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272831221_0.jpg,What feature enhances the buildings' avant-garde aesthetic?,abundant greenery
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272871259_0.jpg,What floral feature adds color to the foreground?,pink flowers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272871259_0.jpg,What type of bridge is seen in the foreground?,an overpass
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064273672815_0.jpg,What traditional herbal soup is depicted in the image?,Bak Kut Teh
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064273672815_0.jpg,What type of meat is typically included in authentic Bak Kut Teh?,bone-in pork ribs
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064273672815_0.jpg,What culinary heritage does Bak Kut Teh have?,Chinese
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064273784889_0.jpg,What languages are used on the warning signs by the door?,Chinese and English
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064273784889_0.jpg,What type of device is designed for passengers with disabilities?,yellow textured mat
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064273784889_0.jpg,What does the sign above the door instruct passengers not to do?,Lean against the door
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274132047_0.jpg,What type of crab dish is featured?,curry crab
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274132047_0.jpg,What type of bread is served with the crab?,steamed bun
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274132047_0.jpg,In which regions is this crab dish particularly popular?,Guangdong and Hainan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274206244_0.jpg,Which notable building resembles an open flower petal?,a pavilion
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274206244_0.jpg,What color lights do the boats emit?,red lights
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274206244_0.jpg,What district is characterized by tall buildings radiating vibrant light?,commercial district
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274346623_0.jpg,What traditional writing style is used on the shop's name?,Right to left
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274346623_0.jpg,What colors are used in the corridor's brick pathway?,"Red, orange, and yellow"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274346623_0.jpg,What additional language is provided under the shop name in the pawn shop?,Pinyin in Cantonese
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274532434_0.jpg,What is the significance of the Merlion sculpture in Singapore?,Cultural symbol of Singapore
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274532434_0.jpg,What hotel is visible in the background of the Merlion Park?,Marina Bay Sands
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274931803_0.jpg,What character is prominently featured in red?,喜 (xi)
