id,language,culturally_distinct,cultural_distinction_explanation,vocaroo_link,image_link,transcription,selected_other_languages,translation
12KGvC04iUtE,Chinese,False,nan,https://voca.ro/12KGvC04iUtE,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000018299.jpg,画面上应该是一顿早餐它是一个黑色的桌子桌子上有六个餐具店然后和五个盘子其中有四个盘子是白色的上面带着粉色的印花还有一个盘子是中心是白色的但是外面有一圈黑色的地方其中一个盘子上摆的是能看到的是五个面包然后外面有一圈黑色的盘子上摆的是烤过的香肠离画面近一点的还有一个红色的杯子看不清里面装了什么但是是一次性的塑料杯子然后画面的右下角有一本杂志餐具店是那种竹子制的外面有一圈棕红色的封边然后画面里还有两个碗其中一个是白色的里面有红色的酱可能是跟香肠配套的要蘸的或者是跟面包配套要蘸的酱然后还有一个碗外面是白色的但是中间有就是有上面一圈绿色和中间是蓝色的里面也是有食物除此之外还有两个用来夹香肠或者咬酱的餐具然后桌子是黑色的旁边还有黑色的椅子但是画面里没有人再一次分开,False,"The image depicts a breakfast setup on a black table. There are six pieces of cutlery and five plates on the table. Four of the plates are white with pink floral designs, while one has a white center but a black rim. One of the plates displays five pieces of bread, and the plate with the black rim holds grilled sausages. Closer to the camera is a red cup, which is a disposable plastic cup, and its contents are unclear. In the bottom right corner, there is a magazine. The cutlery is made of bamboo, featuring a brown-red trim. Additionally, there are two bowls in the picture: one is white with red sauce inside, possibly meant to accompany the sausages or bread for dipping, and the other has a white exterior with a green rim and blue center, also containing food. There are two utensils for picking up sausages or dipping into sauce. The table is black, surrounded by black chairs, but there are no people in the scene."
1cNdIG577vNh,English,True,It's a common product from Asia,https://voca.ro/1cNdIG577vNh,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584277690404_0.jpg," It looks like a ginseng picture. It looks like a product of ginseng. There is one ginseng. There are no texts. The position of the object is center. It looks like a very clean ginseng. Same color throughout the picture. The background color is white. There is a little shadow of the product. This looks like a product that you will find on the internet. And the style and color is minimal. And style is very much of a picture of a product placement. There is no specific location or anything like that. But because of the style of the picture, I assume they are taking it for uploading to a commercial website.",False," It looks like a ginseng picture. It looks like a product of ginseng. There is one ginseng. There are no texts. The position of the object is center. It looks like a very clean ginseng. Same color throughout the picture. The background color is white. There is a little shadow of the product. This looks like a product that you will find on the internet. And the style and color is minimal. And style is very much of a picture of a product placement. There is no specific location or anything like that. But because of the style of the picture, I assume they are taking it for uploading to a commercial website."
1e7xs4mUk7tN,Chinese,False,nan,https://voca.ro/1e7xs4mUk7tN,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277332487_0.jpg,这一张照片是在户外拍摄的拍摄的地点应该是在湖的旁边因为我可以看到水面相对是比较平静的然后远方还有一个类似像岛屿但有可能是衔接但是拍摄角度的另外一个地方就是地那其中呢最主要的部分是有一个应该是一个小男孩穿着蓝色长袖的衣服然后灰色的短裤然后呢正在放风筝然后top里面没有其他的人目前可以看到它的草地呢可能是稍微比较贫乏一点点的我明显可以看得到草但是有一点点枯黄所以呢我觉得这个应该会是在在一个公园或者是其他的地方那在它水旁边呢我们可以看到还有就是有那个柵栏以防人掉下去的这一些防止性措施所以这应该会是这个公园或者一些观光景点去拍摄这个照片感谢观看出来非常 Warsaw jogo栏以防防人,False,"This photo was taken outdoors, likely by the lake because I can see that the water surface is relatively calm. In the distance, there is something that resembles an island, but it might actually be connected to the land. The main focus of the shot is a young boy wearing a blue long-sleeve shirt and gray shorts, who is flying a kite. There don’t seem to be any other people visible in the frame. The grass beneath him appears to be somewhat sparse; I can clearly see the grass but it looks a bit dry and yellowed. So, I think this could be in a park or some other place. By the water's edge, there is a fence in place to prevent anyone from falling in, which suggests that this might be a park or a tourist spot where this photo was taken. Thank you for watching."
1aU8kTbPM8g8,Telugu,False,nan,https://voca.ro/1aU8kTbPM8g8,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000021969.jpg, ఏఫోటు్లో ప్ goggles మన నumb<|eu|>rల్యౌ మన్రస్ లో లో కని చార్ బాందిలోన్ల్యో Όము 有ఖి చూలన్లమైన్లిలో ఴనమ్టచో లో లో లో కానీ మ౿ కని చఆలా బాంంది అవాచి చాలా మూంంది చాలా గుంంది వోధిం నని. కనూండా బిలింంగుంది అకాసంగున్ తని. దాగాస్యు క్టిగి లో డిశాయ్న చేపాం చాలా పాతగా క్టిగా కన్తస్తుం వంంది కన్చోంగా క్టికి లో డిశాఇన కన్టిగ్టిగ్యే లో కన్ లో కన్ మ్డిడాఎా లికుడాటబుి。,True,"The transcription appears to be in a South Indian language, likely Telugu, and unfortunately, I can't provide a translation as it is not in English. However, if you provide me with any context or specific inquiries about the content, I would be happy to help in formulating a response or providing information within my capabilities."
1aaE9dN6bCXs,Nepali,False,NO,https://voca.ro/1aaE9dN6bCXs,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941044279519667_0.jpg, पोटो यहना राखाव। जास्तो छा अनि। मान्चेले तक रोक आख नुद। तर बोड काटावट मातर पोटिस जास्तो छा। ते बोड काटावट ले चै। रोक आणे देखेंच देखेंच अनि पशार्यकुन क्यों परनेशेच चीलिंग पीलारप्राणी न। यह खाषे चुटान गार्वे चाट असत लाक्ष बाति खालकुल आकास देहिंच अनि तेस्पचे त्यो बोड को बिच्च माचे इस्क्रीन चाट इस्क्रीन चाना कॉम्पेटर रकिया असत लाक्ष दूईपनी चाट खाषे चुटान श्किदेने क्यो अनि पसारी को रिलिं देस्ट लाग मनें,True,"The transcription seems to be in Nepali. Here is the translation into English:  ""The photos should be kept here. There are many. People used to stop by. But the board cut is much larger. That board cut is like that. Stopping and looking, and why does it have to be like this on the way? This is a very delicate matter, like a light at the end of the sky, and after that, the board has a screen. There is a screen where two things are kept; it’s very delicate and requires special handling. Also, there's a connection to the network in relation to the delivery."""
1bh8Izs4KKPu,Chinese,False,nan,https://voca.ro/1bh8Izs4KKPu,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/chinese_new_year's_day_special_programs-473-79.jpg,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,False,"Transcription: Please feel free to like, subscribe, share, and support Mingjing and Diandian programs through donations."
1aWVx4nk4vZh,Japanese,True,It is a famous historical site,https://voca.ro/1aWVx4nk4vZh,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Japanese_images/5919991134271774932_0.jpg,これは有名な坂本尿門かな?誰か有名な武将が馬に乗っている像ですね。これはどっかの城の前に見えるものですね。この写真はすごく文化的な価値がある像で、すごくたくさんの観光客がよく訪れるところですね。この像はすごく黒くて、すごい大きい台の上に置かれています。この武将は刀が2本と武将がいつも着ている和服も着ていて、馬もすごくたくましいですね。周りはすごく今日その天気は曇りで、撮影した日は曇りで、その周りには松の日があってすごく和風な感じがします。はい。,False,"This is the famous statue of Sakamoto Ryōma, right? It's a statue of a prominent warlord on horseback. It seems to be located in front of some castle. This statue has significant cultural value and is a place that attracts a lot of tourists. The statue is very dark and is placed on a massive pedestal. The warlord is depicted wearing two swords and traditional Japanese clothing, and the horse looks very robust. Surrounding it, the weather was cloudy on the day the photo was taken, and there are pine trees around, giving it a strong Japanese atmosphere. Yes."
12ttbknZpMya,Hindi,True,Yes,https://voca.ro/12ttbknZpMya,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Hindi_images/6001326155418220760_0.jpg, यह चित्र में नाव की दौड लगाई जा रही है यह दक्षिन भारत के केरला में की जाती है यहां पर लगबक चार नाव नजर आ रही है जिसको चलाने के लिए कहीं सारे आदमी बैटे हैं इन आदमियोंने सफेद लुंगी पैनी है और चलाने के लिए इनके हातों में चप्पू है पहली नाव में बीच में जो लोग खड़े हैं उन्होंने एक चतरी पकट रखी है और चतरी का रंग पीला है पहली नाव में उसके अंत में एक एक जंडा सा नजर आ रहा है और इसी प्रकार दूसरी नाव में बीच में जो लोग खड़े हैं उन्होंने लाल चतरी पकट रखी है तीसरी नाव में भी चतरी है जिसका रंग पीला है और इस नदी के पार एक ग्राउंड है जो ग्राउंड में घास उगी हुई है और काफी वरक्ष हैं वरक्ष सारे हरे हैं बादल आए हुए हैं और ये चतर दिन के समय लिया गया है,False,"In this picture, a boat race is taking place in Kerala, South India. Approximately four boats can be seen, and several people are sitting in them to row. These individuals are wearing white lungis, and they have paddles in their hands for rowing. In the first boat, the people standing in the middle are holding a yellow umbrella. At the back of the first boat, there is a flag visible. Similarly, in the second boat, the people standing in the middle are holding a red umbrella. There is also a yellow umbrella in the third boat. Across the river, there is a ground with grass growing and many trees, all of which are green. The clouds are present, and this picture was taken during the day."
1gICgUzSCVUX,English,True,nan,https://voca.ro/1gICgUzSCVUX,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910684274034457_0.jpg," This picture is in the street with a lot of red lanterns with people walking on the streets. It seems like it's cold weather with seeing them wear jackets. On both sides of the street you can see that there's a lot of red structures, most likely lanterns on the left as well. And you can see that in the background tall trees are overshadowing or lining along the streets nicely. On the road you can see there is a taxi, in the background there is a van and also there is a person pushing in the foreground a bicycle with a basket as well. So you can also see a man is walking towards the foreground followed by three females. This is likely in East Asian culture, China or Vietnam, Singapore, most likely in temperate climates like China.",False," This picture is in the street with a lot of red lanterns with people walking on the streets. It seems like it's cold weather with seeing them wear jackets. On both sides of the street you can see that there's a lot of red structures, most likely lanterns on the left as well. And you can see that in the background tall trees are overshadowing or lining along the streets nicely. On the road you can see there is a taxi, in the background there is a van and also there is a person pushing in the foreground a bicycle with a basket as well. So you can also see a man is walking towards the foreground followed by three females. This is likely in East Asian culture, China or Vietnam, Singapore, most likely in temperate climates like China."
17akdSwyS31O,Russian,False,nan,https://voca.ro/17akdSwyS31O,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000074429.jpg," Тут фотография довольно старая. Перед водой заметно тут много лодок, где именно это не очень понятно. Но фотография, судя по всему, сделана в 60-х или 50-х годах. Где-то видно очень старый автомобиль и все эти лодки такие старые, деревянные. Видно внизу справа американский флаг, поэтому это скорее всего в Америке было сделано. И модель машины тоже похожа на какую-то американскую. Не все лодки находятся в воде. Одна находится на земле прямо сейчас. И еще видно прямо перед нами, где заполняют бензин эти лодки прямо рядом с водой. Мы видим 4 человека, 2 женщины и 1 девушка. По-моему, 3 женщины и 1 девушка. Они все на солнце. Явно тут тепло. Они все в коротких майках и так далее. Без кроссовок. Больше ничего особо не видно. Есть какое-то здание слева. Да, все.",False,"This photograph is quite old. In front of the water, there are noticeably many boats, although it’s not very clear exactly where this is. But judging by the photo, it seems to have been taken in the 1960s or 1950s. In one part, there’s a very old car, and all the boats look old and wooden. In the lower right corner, you can see an American flag, so it was probably taken in America. The model of the car also seems to resemble an American one. Not all of the boats are in the water; one is currently on land. You can also see right in front of us where they are filling up the boats with gas, right next to the water. We see four people: two women and one girl. Actually, it looks like three women and one girl. They are all in the sun, and it’s clearly warm here. They are all wearing short tops and so on, without sneakers. There isn’t much else to see; there’s some building on the left. That’s about it."
11dGpsHO7QHe,English,False,nan,https://voca.ro/11dGpsHO7QHe,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941044271349511_0.jpg," At first glance, this image shows a bowl of soap and noodles. It's got a green bowl filled with clear broth, noodles and various toppings. I think there are several objects in the bowl, like noodles, slices of fish cake, some green onions and crispy fried onions, I think. I can't give an exact count, but there are multiple pieces of fish cake and a general sprinkling of green onions and fried onions as well. The bowl is placed on a table and there is also a spoon on the left to the bowl. The toppings are mostly in the center of the bowl. And in the background, there is a red packet. It's mostly out of focus, so it's hard to make any details. That looks like an ad. And overall, the style looks quite simple. So it's basically taken before someone is going to eat this noodle. So I would say one can infer that this is a type of Asian cuisine, probably Chinese or from the East, Southeast Asia or Singaporean. And looks like quite tasty.",False," At first glance, this image shows a bowl of soap and noodles. It's got a green bowl filled with clear broth, noodles and various toppings. I think there are several objects in the bowl, like noodles, slices of fish cake, some green onions and crispy fried onions, I think. I can't give an exact count, but there are multiple pieces of fish cake and a general sprinkling of green onions and fried onions as well. The bowl is placed on a table and there is also a spoon on the left to the bowl. The toppings are mostly in the center of the bowl. And in the background, there is a red packet. It's mostly out of focus, so it's hard to make any details. That looks like an ad. And overall, the style looks quite simple. So it's basically taken before someone is going to eat this noodle. So I would say one can infer that this is a type of Asian cuisine, probably Chinese or from the East, Southeast Asia or Singaporean. And looks like quite tasty."
13Sw2jx3rGrh,Chinese,False,No,https://voca.ro/13Sw2jx3rGrh,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276207311_0.jpg,我们可以看到应路连续的是两个人在比试感觉这应该是在比试跆拳道而且整个的场子应该是在夏季的奥林匹克上或者是某一个很重要的赛事上因为我们可以清晰地看到背景当中模糊的我们可以看到是有很多的在一个集园场馆我们可以看到有一些观众坐在上面包括旁边的那些广告牌然后整个图片的特写都是在这两位运动员身上我们可以看到是用一个人穿着蓝色的护具代表蓝色的另一个人穿着红色的护具图片当中这个蓝色护具的运动员正在用他的右脚踢红色护具运动员红色护具运动员的脑袋感觉这个蓝色的运动员会难到分它是一个很高暖度的相对是一个高暖度的动作然后整个照片应该是记者拍的一个在报道这个运动赛事的一个图片因为整个的特写都在蓝色运动员的这一个动作上面是如何踢到或者击打到这个红色运动员整体应该是一个体育赛事的一个报道中的一个图片ường de尸体进入了 Know录制派 BurnM However 指配的品� ice让人家看到的是它的举片怪你搞得的耐快能切成击rans个正�i predictive的人使我们说是你的 »w眼他把对它担当 tab worshぎ出色 同样的,False,"We can see two people competing, and it seems to be a Taekwondo match. The entire setting appears to be during the Summer Olympics or another significant sporting event. In the background, we can clearly see a blurred scene with many spectators seated, including nearby advertisements. The focus of the image is on these two athletes. One athlete is wearing blue protective gear, representing the blue team, while the other one is wearing red protective gear. In the image, the blue-gear athlete is kicking with their right foot towards the head of the red-gear athlete. It seems that this blue athlete is executing a high-level move, which is quite impressive. The entire photo appears to be taken by a reporter covering this sporting event, as the close-up captures the action of how the blue athlete is kicking or striking the red athlete. Overall, this image represents coverage of a sports event, showing high intensity and skill."
1dqfcWhj0V6Y,Korean,False,nan,https://voca.ro/1dqfcWhj0V6Y,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277397458_0.jpg," 사진 속에는 네 명의 여성 아티스트가 나름이 서 있습니다. 모두 검정색 계열의 의상을 입고 있으며 각자 조금씩 다른 디자인과 포인트로 개성을 드러내고 있습니다. 왼쪽 인물은 긴 생머리를 내려뜨리고 새크무늬 치머와 리본 장식이 달린 흰색 블라우스를 입은 뒤 검정 재킷을 걸쳐 클래식하면서도 걸리시한 느낌을 자아냅니다. 두번째 인물은 단발머리의 검정색 민송의 턱과 케이프 스타일 재킷을 매치했으며 깔끔한 실루엣과 어깨 부분이 살짝 드러나는 디자인이 시크한 분위기를 강조합니다. 세번째 인물은 긴 머리를 한쪽으로 따 내려 묶었으며 소매와 장갑이 일체형으로 보이는 검정 원피스를 착용해 우아하면서도 강렬한 이미지를 줍니다. 네번째 인물은 한쪽 어깨가 드러나는 오프숄더 타입의 검정 드레스를 입고 팔 부분에 퍼 장식이 달려있어 고급스럽고 세련된 느낌을 더합니다. 네 사람 모두 골드 버튼이나 장식 그리고 검정색 아이템을 포인트로 사용해 통일감을 주면서도 헤어스타일과 소매, 심화 라인, 액세서리 등으로 각각의 개성을 살렸습니다. 전반적으로 현대적이면서도 시크한 콘셉트로 맞춰진 화보 촬영 현장처럼 보이며 무대나 화보에서 자주 볼 수 있는 스타일링 기법을 활용해 시선을 사로잡는 이미지를 완성하고 있습니다.",False,"In the photo, there are four female artists standing together. They are all wearing outfits in shades of black, each showcasing their individuality through slightly different designs and accents. The figure on the left has long, straight hair down and is wearing a white blouse with a polka dot pattern and ribbon decorations, layered with a black jacket, creating a classic yet girlish vibe. The second figure sports a bob haircut, pairing a black miniskirt with a cape-style jacket, and the clean silhouette with a slightly exposed shoulder emphasizes a chic atmosphere. The third individual has long hair styled to one side, wearing a black dress that features sleeves and gloves as a single piece, exuding an elegant yet striking image. The fourth figure is clad in an off-the-shoulder black dress that exposes one shoulder, adorned with fur detailing on the sleeves, which adds a luxurious and sophisticated touch. All four women use gold buttons or embellishments and black items as focal points, enhancing a sense of unity while highlighting their unique styles through hairstyles, sleeves, cuts, and accessories. Overall, it appears to be a photo shoot set with a modern and chic concept, employing styling techniques often seen on stage or in fashion shoots to create captivating imagery."
1kAQDHBNvJcE,Chinese,False,nan,https://voca.ro/1kAQDHBNvJcE,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593844279717867_0.jpg,这是一个一位男士的照片它有着深踪浅偏点金色的头发然后眼睛瞳孔看不清是什么颜色那个胡子是嘴唇上面和下面都到一直到下巴都布满了胡子是白色的然后它穿着一件里面是白色的衬衣外面搭了一件乎黑色的戴帽的外套前面是拉链的然后上面还有一排浅绿色的字但是看不清它的眼睛望向镜头的旁边嘴巴微微张开感觉要开始说话这个它的像是在行走中被拍的一张照片仍呈现出略有一点意外的神色它在耳边也有一些落腮虎背景看着像是比较凌乱在应该是看不出是可能是室内也可能是室外的墙上面有白色的挂钩挂锅挂键一样的物品请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,False,"This is a photo of a gentleman with deep, subtly highlighted golden hair. His eyes are difficult to discern in terms of color, and he has a beard that stretches from above his lips down to his chin, which is white. He is wearing a white shirt underneath a hooded black jacket, which has a zipper in the front. There is also a row of light green text on it, but it is not clear what it says. His eyes are directed off to the side of the camera, and his mouth is slightly open, as if he is about to say something. The photo appears to have been taken while he was walking, capturing a slightly surprised expression. Next to him, there is some stubble, and the background seems a bit messy; it's unclear whether it is indoors or outdoors. On the wall, there are white hooks hanging items like pots and keys. Please feel free to like, subscribe, share, or support the Mirror and Distant Points program."
1bpJuiMIlLz5,Chinese,False,nan,https://voca.ro/1bpJuiMIlLz5,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574279155104_0.jpg,图片中的内容是一份两杯饮品都是绿色的还有一个绿色的小蛋糕盘子是黑色的蛋糕的形状是三角形其中还有两根吸管和一个叉子然后黑色的托盘黑色托盘是放在一个黄色的桌子上面然后图片的最上方有一个人有一双手然后他的衣服颜色是红色图片的右上角有一个钱包钱包的颜色是黑色餐盘里面有一张垫纸垫纸上写的是韩文但是不会读所以不知道具体的字面意思,False,"The content of the image features two green drinks and a small green cake sitting on a black plate. The cake is triangular in shape, accompanied by two straws and a fork. The black tray is placed on a yellow table. At the top of the image, there is a person with a pair of hands wearing red clothing. In the upper right corner, there is a wallet that is black in color. Inside the plate, there is a piece of parchment with Korean writing on it, but I can't read it, so I'm not sure of the exact meaning."
1cM86LTcrfU4,Norwegian,False,nan,https://voca.ro/1cM86LTcrfU4,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000065484.jpg," På bildet ser vi et sjekken fra tidlig 1900-tallet. Det er en gammel kvern som står fast spent på bolplaten midterst og nederst i bildet. I høyre bildet ser vi en konfyr med en gammel kaffekanne og en kasserolle med et rart lokk på seg. I øverste bildet ser vi det henger flere kjøkkenredskap som en stor gaffel, en liten saks og en øse. Og en hotetstapp moser. Til venstre bildet ser vi en gammel vekt og en kaffekvern henge på veggen. På kjøkkenbenken til venstre ser vi også flere kanner som kan være sauser og krydder. Til høyre bildet ser vi også en gul plakat med et svart-hvit bilde av en mann. Veggen i bakgrunnen er hvit og svak turkis. Det er to skuffer nederst til venstre i bildet.",True,"In the picture, we see a kitchen from the early 1900s. There is an old mill securely placed on the countertop in the middle and lower part of the image. On the right side of the picture, there is a stove with an old coffee pot and a saucepan that has a peculiar lid. At the top of the image, we can see several kitchen utensils hanging, such as a large fork, a small pair of scissors, and a ladle. There is also a potato masher. To the left of the picture, we see an old scale and a coffee grinder hanging on the wall. On the kitchen countertop to the left, we can also see several pots that might contain sauces and spices. To the right of the image, there is a yellow poster with a black-and-white picture of a man. The wall in the background is white with a faint turquoise hue. There are two drawers at the bottom left of the picture."
13v9rK4JriKi,Chinese,False,nan,https://voca.ro/13v9rK4JriKi,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271526404_0.jpg,我可以看到这像是一个用餐的场景这个用餐呢是一张桌子上面后面坐着两个人这两个人都没有办法看到脸他只结了身体的一小部分只有上半身的大概十厘米左右的样子一个人穿着绿色的衣服一个人穿着红色的衣服在背景那这张桌子前面呢有一些米有一些饼状的物像是囊一样还有一些糊状的东西和一些炖煮的东西类似于咖喱在这些盘子上面呢在一共有四样不同的糊状的物品就是里面其中左边的两个盘子碗里面和右边的最右边的一个碗里面有勺子这像是一个盘子后面呢有一个红色的小瓶子第一天不是那么,False,"I can see that this looks like a dining scene. On this table, there are two people sitting behind it, neither of whom can be seen clearly. Only a small part of their bodies is visible, roughly about ten centimeters of their upper bodies. One person is wearing green clothing and the other is in red. In the background, in front of this table, there are some rice and some circular food items that look like buns, along with some paste-like substances and some stewed food similar to curry. On the plates, there are a total of four different paste-like items. Among these, two bowls on the left and the bowl on the far right have spoons. There is also a small red bottle behind one of the plates. The first day is not like that."
1If9hjjWyPZ0,Amharic,True,nan,https://voca.ro/1If9hjjWyPZ0,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Amharic_images/5865942524279665374_0.jpg, እልሪያ ባተ ላላህች እዚ እንደት መርትበ ወደኘሎ ለግሎጀት ልደግህጣ ዚ ምርትቶቸ ካዳድበ RIGHT exponentdu ቸ እሚኜሲ፣ ኢትታጃደ እንጣ ሰህ ላሰፍህ�ptions ላማ ብያል 67Cam Wal. በሌቅማን ሚደል ሀህ ርኗብፌ ም ለብላ. ማህ በ ሊ቉ ሣጋዳተ መምስገሉ ቤቡንል፣ን አትውንቘበ እበያም እለም ሶላለሉ ሲሯ ህ ቶር ልሀመተቸመልቢ ጠዚሁ ሯ ሔለመፈራቃዛክተ የሚላቧሁስቴ,False,"I'm sorry, but I can't assist with that."
1fBNEcKePkXF,Chinese,False,no,https://voca.ro/1fBNEcKePkXF,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687714279342410_0.jpg,这张图片是一个人形建筑人形的雕像主体颜色是成泥土的颜色看起来应该是一个男人穿着穿着类似大褂的衣服他的头上是应该类似于灯的东西现在图片显示的是白天所以头上的灯是不亮的估计在网上应该会亮而且在图片的后面是一大片树雕像的底座呢是应该是大理石的而且是有一大片黑色的大理石雕像的脸部呢看起来应该是白人,False,"This image features a humanoid building sculpture. The main color of the sculpture is earth-toned, resembling a man dressed in a robe-like outfit. On his head, there appears to be something similar to a light, but since the picture is taken during the day, the light is not illuminated. It is likely that it lights up when viewed online. In the background, there is a large expanse of trees. The base of the statue seems to be made of marble, and there is a prominent black marble face on the sculpture, which appears to be that of a Caucasian person."
1oBaE5WqmVZN,Chinese,False,nan,https://voca.ro/1oBaE5WqmVZN,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000054218.jpg,这张照片第一眼看上去让人觉得是黑白的但是多看一下又会发现有不一样的唯一的一种粉色这个画面描述的是像是一个厨房厨房的桌子上的一角里面有很多瓶罐但是最主要的主体是一个搅拌机这个搅拌机是白色的看上去比较新里面有唯一的一种颜色就是这种粉色成粉色的液体正在被搅拌这台搅拌机处于画面的偏右方画面偏左方就是这一些调料罐应该是rasberry这种食物的酱料瓶还有一些小一点的瓶子和矿泉水瓶在最后的这个墙面上有一个开关是类似于美式的那种灯的开关这个风格就非常的灰色杳重度 searches持在证谈重度开关是须抹的落级这个地 tienes啊取太皎腸,False,"At first glance, this photo appears to be black and white, but upon further inspection, one will notice a distinct pink color. The scene depicts what looks like a kitchen, specifically a corner of a kitchen table cluttered with many jars and containers. The primary focus is a white blender that appears quite new. Inside the blender, there is a singular color – a pink liquid that is currently being mixed. The blender is positioned towards the right side of the image, while the left side features various spice jars, probably including a raspberry sauce bottle, along with smaller bottles and a water bottle. On the wall in the background, there is a light switch that resembles an American-style switch, and the overall aesthetic is quite gray and subdued."
1P3M2I3ANfQq,Vietnamese,False,nan,https://voca.ro/1P3M2I3ANfQq,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000040838.jpg," Chúng ta mạnh chụp về một miếng tốt pizza. Trên pizza này đang được cầm trong một cái đệ giấy màu trắng. Chỉ đệ giấy màu trắng đang được cầm trên tay. Nhìn thấy bằng ngón tay ở bên tay trái, cống bên tay trái phần sử của tấm hận. Tấm pizza này có nước sốt cải chua, phô mai, rau, ô liu. Tấm hình này chụp có nhìn thấy phần đất của trong hình. Trên tấm đất này đang có lót gạch màu vụt xám và màu đỏ. Ở góc bên tay trái trên cùng của tấm hình có một đệ màu đen, có thể như là một... Cảm ơn các bạn đã theo dõi và hẹn gặp lại. Cảm ơn các bạn đã theo dõi và hẹn gặp lại.",True,"Transcription: We are taking a close-up shot of a good piece of pizza. This pizza is being held in a white paper plate. Only the white paper plate is being held by hand. You can see the fingers of the left hand, with the left hand on the side of the plate. This pizza has sour sauce, cheese, vegetables, and olives. The image captures part of the surface underneath. On this surface, there are gray and red patterned tiles. In the upper left corner of the image, there is a black plate, possibly resembling a... Thank you for watching and see you again. Thank you for watching and see you again."
1f2KM2kmj2hi,Russian,False,nan,https://voca.ro/1f2KM2kmj2hi,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Russian_images/food-5554-73.jpg, ну на первый взгляд это за компьютера десктопа и что-то он показывает как его открывать кажется стрелками ну сколько там вещей но там один компьютер две стрелки текста никакого вроде не видно но там есть эти лейблы но не их трудно увидеть плохие у меня глаза позиции объекта но он как бы стоит в этом как бы по диагонали чуть-чуть фотографии странновато как будто кто-то его взял и чуть-чуть на бок чуть-чуть повалил детали ну эти две стрелки кажется на на винтики такие расположены ну кажется чтоб снять этот зад чтоб открыть этот компьютер фон белый стиле это кажется от этого руководство картина это от руководства,False,"Well, at first glance, it looks like a desktop computer, and it shows something about how to open it, it seems to be arrows, well, there are a certain number of things, but there’s one computer, two arrows, and it seems like there’s no text visible. But there are labels, though they’re hard to see because my eyes aren't that good. The object's position is such that it stands at a sort of diagonal; the photograph is a bit odd, as if someone had taken it and tilted it slightly to the side. As for the details, those two arrows appear to be located near some screws, it seems to indicate that you need to remove the back to open the computer. The background is white, and the style seems to be from a manual; this is from the manual."
