id,language,culturally_distinct,cultural_distinction_explanation,vocaroo_link,image_link,transcription,selected_other_languages,translation,Goodness
1aEnQlKUELwF,English,FALSE,nan,https://voca.ro/1aEnQlKUELwF,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574272329748_0.jpg," This is a picture of what it looks like to be a particular ethnic instrument. It looks like a string instrument. It looks like just a board, but it has strings like on a guitar. And it seems like people would just like put the instrument face down, it seems, and play it that way. Looking at the background of the image, there's also what seems to be like drums and maybe other instruments. The other instruments are a bit cut off. And it looks like it's on a table that is displaying a bunch of things from this particular culture. The table is very simple. It has a red table cover on it. But other than that, it's just there's nothing else. There is also in front of the instrument, there is what looks like to be an informational panel, a very small informational panel. The text can't be seen, but it seems to. It seems to. Indicate that this is some kind of display, even more so that this is some kind of display.",FALSE," This is a picture of what it looks like to be a particular ethnic instrument. It looks like a string instrument. It looks like just a board, but it has strings like on a guitar. And it seems like people would just like put the instrument face down, it seems, and play it that way. Looking at the background of the image, there's also what seems to be like drums and maybe other instruments. The other instruments are a bit cut off. And it looks like it's on a table that is displaying a bunch of things from this particular culture. The table is very simple. It has a red table cover on it. But other than that, it's just there's nothing else. There is also in front of the instrument, there is what looks like to be an informational panel, a very small informational panel. The text can't be seen, but it seems to. It seems to. Indicate that this is some kind of display, even more so that this is some kind of display.",
1aAFUASeIvyX,English,TRUE,korean words,https://voca.ro/1aAFUASeIvyX,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574271361389_0.jpg," This is a picture of what looks like a girl, judging by her hand, holding a drink. The text on the drink seems to have been blurred out for the most part, but part of the drink that has been blurred out is Korean. The Korean words and the color of the woman's skin is also lighter, which also makes me believe that the woman is also Korean. It seems like this is a picture of a woman holding up a drink to take a picture of, maybe because she likes the drink, or maybe it's an advertisement. This is taken in what looks like to be a cafe, because there are a bunch of tables, and in the background there's another person sitting there. There's a clipboard at another table, maybe for registration or such. The color of the drink in the image is yellow with maybe a bit of white on the bottom, so this maybe is some kind of health drink with some kind of sediment at the bottom.",FALSE," This is a picture of what looks like a girl, judging by her hand, holding a drink. The text on the drink seems to have been blurred out for the most part, but part of the drink that has been blurred out is Korean. The Korean words and the color of the woman's skin is also lighter, which also makes me believe that the woman is also Korean. It seems like this is a picture of a woman holding up a drink to take a picture of, maybe because she likes the drink, or maybe it's an advertisement. This is taken in what looks like to be a cafe, because there are a bunch of tables, and in the background there's another person sitting there. There's a clipboard at another table, maybe for registration or such. The color of the drink in the image is yellow with maybe a bit of white on the bottom, so this maybe is some kind of health drink with some kind of sediment at the bottom.",
14OoBXiDiPgA,English,TRUE,air india,https://voca.ro/14OoBXiDiPgA,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593844279665716_0.jpg, This is a picture of what looks like a plane. Running on the runway. It is unclear. This is very clearly at an airport because in the background there are three more airplanes. This airplane in the focus of the image is red and it seems to have writing on the airplane but it's hard to tell if it's in another language or if it's just very blurry. But actually looking closer the plane clearly says Air India. This is a picture of a red and white Air India plane at an airport on a runway. In the background is a city that is likely just beyond the airport of where this photo was taken. In terms of other details or text there is nothing in particular that would give more clarity or information about the image.,FALSE, This is a picture of what looks like a plane. Running on the runway. It is unclear. This is very clearly at an airport because in the background there are three more airplanes. This airplane in the focus of the image is red and it seems to have writing on the airplane but it's hard to tell if it's in another language or if it's just very blurry. But actually looking closer the plane clearly says Air India. This is a picture of a red and white Air India plane at an airport on a runway. In the background is a city that is likely just beyond the airport of where this photo was taken. In terms of other details or text there is nothing in particular that would give more clarity or information about the image.,
17wPMdeWwh9F,English,TRUE,nan,https://voca.ro/17wPMdeWwh9F,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000091408.jpg," This is a picture of what seems to be a wedding cake. It's a three-story wedding cake. It's blue and white, and it's on a circle table. Next to this wedding cake on the table, there are cookies of the same color, seemingly of the same theme, blue and white. It's like a teal blue, and there's also a bunch of people standing around it, although you can't see their heads. You can see their bodies. Some of them are wearing suits. Some of the females are wearing fancy clothes as well. And the woman who is directly across from the cake is taking a picture of it, which means it's probably an important cake. And behind her are curtains. The curtains are beige. On the left side, there are some blue curtains, and everyone seems to be standing around this cake, eager to see what's going on. And there are the women who are taking a picture of it, wearing a pink jacket with a red shirt.",FALSE," This is a picture of what seems to be a wedding cake. It's a three-story wedding cake. It's blue and white, and it's on a circle table. Next to this wedding cake on the table, there are cookies of the same color, seemingly of the same theme, blue and white. It's like a teal blue, and there's also a bunch of people standing around it, although you can't see their heads. You can see their bodies. Some of them are wearing suits. Some of the females are wearing fancy clothes as well. And the woman who is directly across from the cake is taking a picture of it, which means it's probably an important cake. And behind her are curtains. The curtains are beige. On the left side, there are some blue curtains, and everyone seems to be standing around this cake, eager to see what's going on. And there are the women who are taking a picture of it, wearing a pink jacket with a red shirt.",
15Ht96xofi1C,English,TRUE,There is foreign text/characters on the sign,https://voca.ro/15Ht96xofi1C,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277770691_0.jpg," This is a picture of what seems to be the inside of a subway car. There is one person in the image. Their back is facing the camera. They're wearing a black shirt and a black backpack, and they are looking downwards. And then otherwise, they are in front of two large glass doors, it looks like. There is a horizontal sign above them with a number of different foreign letters and numbers. The background of the sign is white. Much of the text is black, but there are a couple purple circles with white numbers inside, and there's also a black arrow pointing left. And then there are some long horizontal lights on top of the sign. And you can also see some white ceiling paneling towards the top as well.",FALSE," This is a picture of what seems to be the inside of a subway car. There is one person in the image. Their back is facing the camera. They're wearing a black shirt and a black backpack, and they are looking downwards. And then otherwise, they are in front of two large glass doors, it looks like. There is a horizontal sign above them with a number of different foreign letters and numbers. The background of the sign is white. Much of the text is black, but there are a couple purple circles with white numbers inside, and there's also a black arrow pointing left. And then there are some long horizontal lights on top of the sign. And you can also see some white ceiling paneling towards the top as well.",
1lFAj3zJMz83,English,TRUE,The two people appear to be doing some sort of cultural or religious performance.,https://voca.ro/1lFAj3zJMz83,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910684279061383_0.jpg," This is a picture of what seems to be two people performing some type of cultural or religious dance. You can see it's like, on the left is some sort of, I think it's supposed to be like a deity or some sort of supernatural being, because they have a red painted face, kind of almost like a Japanese kabuki mask, but I'm not sure if that's the right term. And they're wearing these kind of ceremonial red and gold robes. I can see one of the designs on the robe is of a golden dragon or something like that, and it seems like these robes are designed to have these kind of poles or flags sticking out of them, so their shoulders are way more elevated than a normal person's shoulders should be. The person on the right, they're also wearing kind of ceremonial robes as well. Their face is blurred out, but in their left hand they're holding like two poles, or javelins or something like that, just like two poles. And I can't tell if they're like running away, but both of their hands are kind of like raised, and they're facing away from the sort of dancer like portraying the deity or whatever. They have this really intricate like headpiece, kind of like a crown or something, with a lot of like these red like puffy balls surrounding it. And it also has like these two orange tassels that are flowing down almost like their hair as well. They also have long black hair as well that's also flowing. And yeah, their robes are, I can say the most predominant color is yellow, with these kind of like, you know, stripes on them as well.",FALSE," This is a picture of what seems to be two people performing some type of cultural or religious dance. You can see it's like, on the left is some sort of, I think it's supposed to be like a deity or some sort of supernatural being, because they have a red painted face, kind of almost like a Japanese kabuki mask, but I'm not sure if that's the right term. And they're wearing these kind of ceremonial red and gold robes. I can see one of the designs on the robe is of a golden dragon or something like that, and it seems like these robes are designed to have these kind of poles or flags sticking out of them, so their shoulders are way more elevated than a normal person's shoulders should be. The person on the right, they're also wearing kind of ceremonial robes as well. Their face is blurred out, but in their left hand they're holding like two poles, or javelins or something like that, just like two poles. And I can't tell if they're like running away, but both of their hands are kind of like raised, and they're facing away from the sort of dancer like portraying the deity or whatever. They have this really intricate like headpiece, kind of like a crown or something, with a lot of like these red like puffy balls surrounding it. And it also has like these two orange tassels that are flowing down almost like their hair as well. They also have long black hair as well that's also flowing. And yeah, their robes are, I can say the most predominant color is yellow, with these kind of like, you know, stripes on them as well.",
1GiRMjlRxYFU,English,FALSE,nan,https://voca.ro/1GiRMjlRxYFU,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-06.jpg," This is a picture of women in very dressy, beautiful gowns sitting down. Here in the main frame are five women sitting in the front, and you can see their gowns. And on the back is another line of women sitting down, but the bottom, their knees are cut. You cannot see the knees, and you cannot see the whole head. But for the women who are in front, there are five of them. The one in the left is wearing what looks like a navy blue dress with no sleeves. She has short hair and is using jewelry, a very chunky necklace. On the right of her is a woman with light silver, shimmery, sparkly. A tulle dress. It is very beautiful and very full in body. Her hair is tied, and she is looking to the right side, holding hands with a woman, not right next to her, but over. The next woman, the third woman, is wearing a shimmery, long-sleeve, black dress, where you can see her top. It is embroidered with pink flowers and green leaves. And then on the right of her is another woman who is wearing a long, black dress. It is a little bit shimmery, but it has a fabric underneath that mimics her skin tone. And it has no sleeves. She is wearing a beautiful necklace. Her hair. Her hair is tied. And then lastly, the woman on her right is wearing a dark blue dress. She has medium hair, and she is just looking down.",FALSE," This is a picture of women in very dressy, beautiful gowns sitting down. Here in the main frame are five women sitting in the front, and you can see their gowns. And on the back is another line of women sitting down, but the bottom, their knees are cut. You cannot see the knees, and you cannot see the whole head. But for the women who are in front, there are five of them. The one in the left is wearing what looks like a navy blue dress with no sleeves. She has short hair and is using jewelry, a very chunky necklace. On the right of her is a woman with light silver, shimmery, sparkly. A tulle dress. It is very beautiful and very full in body. Her hair is tied, and she is looking to the right side, holding hands with a woman, not right next to her, but over. The next woman, the third woman, is wearing a shimmery, long-sleeve, black dress, where you can see her top. It is embroidered with pink flowers and green leaves. And then on the right of her is another woman who is wearing a long, black dress. It is a little bit shimmery, but it has a fabric underneath that mimics her skin tone. And it has no sleeves. She is wearing a beautiful necklace. Her hair. Her hair is tied. And then lastly, the woman on her right is wearing a dark blue dress. She has medium hair, and she is just looking down.",
1j2vE25XGt84,English,TRUE,nan,https://voca.ro/1j2vE25XGt84,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274264939_0.jpg," This is a picture outside a Chinese restaurant. We can see four paper cuts in the majority of the photo. The paper cuts are in traditional Chinese characters instead of simplified Chinese characters. The first character on the right hand side is Fa. The second character on the right is Fu, which stands for luck. The third character on the right is Wang. Underneath these paper cuts, we can see through the glass windows, we can see the inside of this restaurant. It's a pretty fancy restaurant and we can see some Chinese characters in red on a yellow wall.",FALSE," This is a picture outside a Chinese restaurant. We can see four paper cuts in the majority of the photo. The paper cuts are in traditional Chinese characters instead of simplified Chinese characters. The first character on the right hand side is Fa. The second character on the right is Fu, which stands for luck. The third character on the right is Wang. Underneath these paper cuts, we can see through the glass windows, we can see the inside of this restaurant. It's a pretty fancy restaurant and we can see some Chinese characters in red on a yellow wall.",
15YqP5qwTNzj,English,FALSE,nan,https://voca.ro/15YqP5qwTNzj,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574275460631_0.jpg," This is a picture that is distorted and possibly made with AI or some sort of distortion using AI of what looks to be a bar or a locker room. Maybe some sort. It's a very unusual area. On the right side, there's lockers, but also a cooler that says Chil Sing Cider with the Pepsi logo. There are cans and stuff like that. On the left, there is a place for possibly people to check out. And then in the middle is a bench, a long bench, it looks like. Maybe two long benches. It's very distorted. On the left. There's some doors on the far left past the checkout area. There's what looks to be maybe more lockers. There's lots of browns and beiges. It's a panoramic panoramic photo. But like I said, it's very distorted and pretty unusual. I don't think there's other than Chil Sing. There's nothing to be drawn out of this.",FALSE," This is a picture that is distorted and possibly made with AI or some sort of distortion using AI of what looks to be a bar or a locker room. Maybe some sort. It's a very unusual area. On the right side, there's lockers, but also a cooler that says Chil Sing Cider with the Pepsi logo. There are cans and stuff like that. On the left, there is a place for possibly people to check out. And then in the middle is a bench, a long bench, it looks like. Maybe two long benches. It's very distorted. On the left. There's some doors on the far left past the checkout area. There's what looks to be maybe more lockers. There's lots of browns and beiges. It's a panoramic panoramic photo. But like I said, it's very distorted and pretty unusual. I don't think there's other than Chil Sing. There's nothing to be drawn out of this.",
1brPgnlIUxE6,English,FALSE,nan,https://voca.ro/1brPgnlIUxE6,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276586493_0.jpg," This is a picture that on the right that looks like there's a footpath going over water. It's made out of metal in a lattice shape. I can't tell the footpath that dominates most of the photos. On the right side, the water is on the bottom. It's a green, dark green color. On the left, there's some buildings. In the background, there are clouds and this blue sky. On the left, there's what looks to be maybe some grandstands or something like that. It's tough to say exactly what that is. In the back, there's two skyscrapers. They're both beige slash white. There's no obvious text. There's no inference that I can make to anything there.",FALSE," This is a picture that on the right that looks like there's a footpath going over water. It's made out of metal in a lattice shape. I can't tell the footpath that dominates most of the photos. On the right side, the water is on the bottom. It's a green, dark green color. On the left, there's some buildings. In the background, there are clouds and this blue sky. On the left, there's what looks to be maybe some grandstands or something like that. It's tough to say exactly what that is. In the back, there's two skyscrapers. They're both beige slash white. There's no obvious text. There's no inference that I can make to anything there.",
16rZlFENVhJx,English,FALSE,nan,https://voca.ro/16rZlFENVhJx,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584271872926_0.jpg," This is a plate of food. A plate of food. Almost like an omelet style or maybe a piece of bread or a cookie. The food looks brown. It has two pieces of red chili on it. Cut chili. And also, what is this thing in the middle? I don't know. Some sort of a yellow garnish or something on top of it. This food has been served on a small black plate with orangey or yellow trim. The background of the photo looks like a table that's made out of clay. It's all whitish. It's got little pock marks on it. So, yeah. Other than that, yeah, it's a plate of food.",FALSE," This is a plate of food. A plate of food. Almost like an omelet style or maybe a piece of bread or a cookie. The food looks brown. It has two pieces of red chili on it. Cut chili. And also, what is this thing in the middle? I don't know. Some sort of a yellow garnish or something on top of it. This food has been served on a small black plate with orangey or yellow trim. The background of the photo looks like a table that's made out of clay. It's all whitish. It's got little pock marks on it. So, yeah. Other than that, yeah, it's a plate of food.",
1iX1dEnzI8XV,English,FALSE,nan,https://voca.ro/1iX1dEnzI8XV,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000083815.jpg," This is a railway station. This is a photo taken at night. It is taken from a slightly elevated angle, but not too elevated. There are two train tracks. One train is coming towards us, and one train is going away from us so that we can even see their back lights, because they are red. Encompassing these two tracks and these two trains, in the middle there are numerous lights that are pointing towards the ground and curve along with the train tracks. Outside of that, there are walls that keep the train tracks in. In the background, we can see a very brightly lit bridge that has two arcs coming from it that are purple. Beyond it, there are outlines of trees. Because it is dark, we can only see the trees. There is no discernible text. There is one train coming towards us on the left. The train going away from us is in the center of the image. The bridge is in the back right of the image. Overall, this is a very real picture. This is as if someone just takes a picture, standing there, and it is night.",FALSE," This is a railway station. This is a photo taken at night. It is taken from a slightly elevated angle, but not too elevated. There are two train tracks. One train is coming towards us, and one train is going away from us so that we can even see their back lights, because they are red. Encompassing these two tracks and these two trains, in the middle there are numerous lights that are pointing towards the ground and curve along with the train tracks. Outside of that, there are walls that keep the train tracks in. In the background, we can see a very brightly lit bridge that has two arcs coming from it that are purple. Beyond it, there are outlines of trees. Because it is dark, we can only see the trees. There is no discernible text. There is one train coming towards us on the left. The train going away from us is in the center of the image. The bridge is in the back right of the image. Overall, this is a very real picture. This is as if someone just takes a picture, standing there, and it is night.",
18Cs6h0mVvDD,English,FALSE,nan,https://voca.ro/18Cs6h0mVvDD,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/dance_dance_dance-2638-71.jpeg," This is a rectangular image with a very light pink background with Chinese characters on the top, two lines of Chinese characters. The main component of it is an iPhone, a white iPhone with a home button on the bottom, a biometric home button. On the screen of this iPhone, you can see the top with the same color as the pink background. And then three separate images in the center. The first one, all being women, the first one on the bottom is a woman sitting down with her hands on the floor, supporting herself and wearing a top and a very long skirt of red color. And she's holding her right hand towards her face. The second image is of a woman. She's standing up. She's wearing a skirt and a top with long sleeves. It seems like she is perhaps dancing. And the last photo on the top, this woman is standing up, but her arms are stretching out. She's wearing a skirt with a top with no sleeves. And she is looking to her right side, making a dance motion. This looks like an app because on the bottom, on the bottom of the screen, you can see some icons.",FALSE," This is a rectangular image with a very light pink background with Chinese characters on the top, two lines of Chinese characters. The main component of it is an iPhone, a white iPhone with a home button on the bottom, a biometric home button. On the screen of this iPhone, you can see the top with the same color as the pink background. And then three separate images in the center. The first one, all being women, the first one on the bottom is a woman sitting down with her hands on the floor, supporting herself and wearing a top and a very long skirt of red color. And she's holding her right hand towards her face. The second image is of a woman. She's standing up. She's wearing a skirt and a top with long sleeves. It seems like she is perhaps dancing. And the last photo on the top, this woman is standing up, but her arms are stretching out. She's wearing a skirt with a top with no sleeves. And she is looking to her right side, making a dance motion. This looks like an app because on the bottom, on the bottom of the screen, you can see some icons.",
1fhhfygHaG03,English,FALSE,nan,https://voca.ro/1fhhfygHaG03,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000029405.jpg," This is a room that appears to be part of a very nice hotel. It is yellow on the ceiling and along the walls. And on the ceiling, there is a circular mirror with four smaller circles around it. And the mirror is partitioned with a circle and four sections around it. The mirror is also framed by white trim with yellow balls on top, which is also framed by more white trim. There are two tables and one desk and two couches. The rug is a checkered sort of pattern and the entire room is very yellow, red, and white themed. Around the table on the right are four brown chairs. There is a countertop with two more ornate chairs and a kitchen. And some rooms in the back with more mirrors and framed pictures.",FALSE," This is a room that appears to be part of a very nice hotel. It is yellow on the ceiling and along the walls. And on the ceiling, there is a circular mirror with four smaller circles around it. And the mirror is partitioned with a circle and four sections around it. The mirror is also framed by white trim with yellow balls on top, which is also framed by more white trim. There are two tables and one desk and two couches. The rug is a checkered sort of pattern and the entire room is very yellow, red, and white themed. Around the table on the right are four brown chairs. There is a countertop with two more ornate chairs and a kitchen. And some rooms in the back with more mirrors and framed pictures.",
1eobLLnk2reC,English,FALSE,nan,https://voca.ro/1eobLLnk2reC,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584277086239_0.jpg, this is a Samsung logo and it looks like the background it the background is um checkered gray and white which is the universal sign like there is no background if you the background is removed if you can want to use the logo for something and the Samsung logo has a black sideways black sideways oval and then in the middle there's the word Samsung um the A doesn't have a middle line so it just looks like an upside down B the lettering is sort of block lettering um with thicker strips on some of the letters and then thinner strips so like for the M there's a thicker strip on the left and the right and then thinner um strips for the for the V in the middle of the M um the tip of the S and the tip of the G is right at the border of this sideways oval um so yeah so the the words aren't sideways like the oval is and the letters are white ok,FALSE, this is a Samsung logo and it looks like the background it the background is um checkered gray and white which is the universal sign like there is no background if you the background is removed if you can want to use the logo for something and the Samsung logo has a black sideways black sideways oval and then in the middle there's the word Samsung um the A doesn't have a middle line so it just looks like an upside down B the lettering is sort of block lettering um with thicker strips on some of the letters and then thinner strips so like for the M there's a thicker strip on the left and the right and then thinner um strips for the for the V in the middle of the M um the tip of the S and the tip of the G is right at the border of this sideways oval um so yeah so the the words aren't sideways like the oval is and the letters are white ok,
1246cg5v80Dy,English,FALSE,nan,https://voca.ro/1246cg5v80Dy,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg," This is a shop and more because we can see overall this is a quite modern and futuristic silver and gray building with glasses which is made up of glass on the outside and reflecting the images from the road and street and this is a shop and more because we can see the logos of of some big brands such as Cartier, Armani, Dior, Louis Vuitton etc. and actually on the front gate of this shop and more we can see the iron ION I think this is a shop and more in Singapore and also in front of the building we can see there is also like a quite modern elevator that carries people downstairs that is probably a the way to the metro so and also like besides the building we can see some quite tall trees and some people walking around so basically this is a photo taken on the street in Singapore describing describing the iron shop and more in Singapore so we can see the the the the the the the the the",FALSE," This is a shop and more because we can see overall this is a quite modern and futuristic silver and gray building with glasses which is made up of glass on the outside and reflecting the images from the road and street and this is a shop and more because we can see the logos of of some big brands such as Cartier, Armani, Dior, Louis Vuitton etc. and actually on the front gate of this shop and more we can see the iron ION I think this is a shop and more in Singapore and also in front of the building we can see there is also like a quite modern elevator that carries people downstairs that is probably a the way to the metro so and also like besides the building we can see some quite tall trees and some people walking around so basically this is a photo taken on the street in Singapore describing describing the iron shop and more in Singapore so we can see the the the the the the the the the",
14t8IpIL6WC1,English,FALSE,nan,https://voca.ro/14t8IpIL6WC1,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg," This is a shopping mall inside with many areas, storefront areas, and also a gaming station in the looks to be second floor with gaming chairs and very large monitors set up. This is a shopping mall inside with many areas, storefront areas, and also a gaming station in the looks to be second floor with gaming chairs and very large monitors set up. This is a drum store and there are a few people milling about and in the second floor, again, there's a restaurant with some platters and a glass enclosure. And there are two people sitting at chairs and looking at. And. Possibly eating. And there are a few people. One person is leaning against the glass railing. Outside drumstruck on the third floor. And there are some people walking and inside interacting inside stores. The third floor as well. But in general, not a lot of people. And it appears to be nighttime because the windows are dark outside.",FALSE," This is a shopping mall inside with many areas, storefront areas, and also a gaming station in the looks to be second floor with gaming chairs and very large monitors set up. This is a shopping mall inside with many areas, storefront areas, and also a gaming station in the looks to be second floor with gaming chairs and very large monitors set up. This is a drum store and there are a few people milling about and in the second floor, again, there's a restaurant with some platters and a glass enclosure. And there are two people sitting at chairs and looking at. And. Possibly eating. And there are a few people. One person is leaning against the glass railing. Outside drumstruck on the third floor. And there are some people walking and inside interacting inside stores. The third floor as well. But in general, not a lot of people. And it appears to be nighttime because the windows are dark outside.",
1o8N3q6hQNLH,English,FALSE,nan,https://voca.ro/1o8N3q6hQNLH,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000040065.jpg," This is a stack of six suitcases on top of a dark brown wooden table. All of the suitcases are a different shade of brown and appear to be made out of different materials. Some appear to be made out of orangish leather, others brownish leather, other leather that is made to look similar to wood. There's one made out of cloth that's a yellowish brown color. The others are more cases that are more rigid, and the bottom-most one is a very dark, rigid brown color that also looks like wood. Behind the suitcases is a man with brown hair, a yellow-blue plaid shirt wearing jeans, and in the back, a man with a blue shirt and jeans. In the background is a bunch of buildings and possibly a truck, a white truck that has some text on it, but it's mostly blocked by the suitcases.",FALSE," This is a stack of six suitcases on top of a dark brown wooden table. All of the suitcases are a different shade of brown and appear to be made out of different materials. Some appear to be made out of orangish leather, others brownish leather, other leather that is made to look similar to wood. There's one made out of cloth that's a yellowish brown color. The others are more cases that are more rigid, and the bottom-most one is a very dark, rigid brown color that also looks like wood. Behind the suitcases is a man with brown hair, a yellow-blue plaid shirt wearing jeans, and in the back, a man with a blue shirt and jeans. In the background is a bunch of buildings and possibly a truck, a white truck that has some text on it, but it's mostly blocked by the suitcases.",
1iajEI9W4Rg4,English,FALSE,nan,https://voca.ro/1iajEI9W4Rg4,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584273578471_0.jpg," This is a strange photo because it's... The photo is taken sideways, so everything in the photo is sideways. So the sky is on the left and the ground is on the right. And basically what's going on in the photo is there's... At the center of the photo, there's a very strange mural. And the mural is red and blue. And it's a red and blue mural. And they're squiggly and they're going up to the sky, but they're going sideways because the image is sideways. And there's a gray... The sky is gray. It looks like a cold, rainy day. There's no rain. It's just very gray. And you can also see water on the bottom of the screen. Like on the right side of the screen, there's water. It looks like that mural is on a pond. It's not called a mural. It's called... Whatever it's called, you know. Like some... And then there's a bunch of buildings. There's a bunch of buildings in the background. So it looks like this was taken somewhere in a city. And there's also like a yellow thing going on. Some sort of yellow statue type thingy happening there.",FALSE," This is a strange photo because it's... The photo is taken sideways, so everything in the photo is sideways. So the sky is on the left and the ground is on the right. And basically what's going on in the photo is there's... At the center of the photo, there's a very strange mural. And the mural is red and blue. And it's a red and blue mural. And they're squiggly and they're going up to the sky, but they're going sideways because the image is sideways. And there's a gray... The sky is gray. It looks like a cold, rainy day. There's no rain. It's just very gray. And you can also see water on the bottom of the screen. Like on the right side of the screen, there's water. It looks like that mural is on a pond. It's not called a mural. It's called... Whatever it's called, you know. Like some... And then there's a bunch of buildings. There's a bunch of buildings in the background. So it looks like this was taken somewhere in a city. And there's also like a yellow thing going on. Some sort of yellow statue type thingy happening there.",
19Skw1nUwclL,English,TRUE,nan,https://voca.ro/19Skw1nUwclL,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064273809917_0.jpg," This is a strange picture. It's not clear at all what this is. It's a certain item, and it's laying on a desk or on a table or some wooden surface. And the wooden surface itself has a few different shades of gray, of not gray, of brown. But on this table there's this, there's this thing and it looks like it's, it looks like a wrapper and could be covering food or something like that. But on it, it says the word legitimo and Noruego, which I guess are Spanish. And there's also some stuff that's blurred out on it, but it has those words in black. And then above it, it's got an image of a guy riding a horse and the guy and the horse are both red, but the guy is wearing a yellow pants, although it could be a woman. It might actually be a woman and not a guy, but they're riding on this horse. And it looks like the image may be a symbol for some sort of company. And this also could be, they're, dollar bills of some other country rolled up. It's not really clear because of the angle of the image and the way that it's, that the thing is situated around the table. It's not clear what this is, but it looks like it's got some cultural significance.",FALSE," This is a strange picture. It's not clear at all what this is. It's a certain item, and it's laying on a desk or on a table or some wooden surface. And the wooden surface itself has a few different shades of gray, of not gray, of brown. But on this table there's this, there's this thing and it looks like it's, it looks like a wrapper and could be covering food or something like that. But on it, it says the word legitimo and Noruego, which I guess are Spanish. And there's also some stuff that's blurred out on it, but it has those words in black. And then above it, it's got an image of a guy riding a horse and the guy and the horse are both red, but the guy is wearing a yellow pants, although it could be a woman. It might actually be a woman and not a guy, but they're riding on this horse. And it looks like the image may be a symbol for some sort of company. And this also could be, they're, dollar bills of some other country rolled up. It's not really clear because of the angle of the image and the way that it's, that the thing is situated around the table. It's not clear what this is, but it looks like it's got some cultural significance.",
1l59VB3RHR3n,English,FALSE,nan,https://voca.ro/1l59VB3RHR3n,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277477228_0.jpg," This is a street in an Asian city period. In the background, center of the image, there's a tall building with Asian script over four panels, vertically arranged period. The script is in red and the panels are a dull yellow period. In the foreground, there is a narrow and busy street period. On either side of the street, there are cars period. In the center, there are some pedestrians period. The timing of the image is at dusk period. There are a row of buildings on each side of the image period. This appears to be a commercial district. There are some neon signs attached to some of the buildings indicating they may be stores or restaurants period.",FALSE," This is a street in an Asian city period. In the background, center of the image, there's a tall building with Asian script over four panels, vertically arranged period. The script is in red and the panels are a dull yellow period. In the foreground, there is a narrow and busy street period. On either side of the street, there are cars period. In the center, there are some pedestrians period. The timing of the image is at dusk period. There are a row of buildings on each side of the image period. This appears to be a commercial district. There are some neon signs attached to some of the buildings indicating they may be stores or restaurants period.",
